"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"YYZX","产品线运营中心学习资料共享","169713542","169713515","05-各专业应知应会清单及岗位操作手册","02-结构","2","3","电视产品线运营中心学习共享 / 05-各专业应知应会清单及岗位操作手册 / 02-结构","规范与流程","2022-06-29 11:41:15","赵英芹","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=169713542"
"YYZX","产品线运营中心学习资料共享","169713550","169713515","05-各专业应知应会清单及岗位操作手册","03-模组光学","2","4","电视产品线运营中心学习共享 / 05-各专业应知应会清单及岗位操作手册 / 03-模组光学","规范与流程","2022-06-29 11:42:22","赵英芹","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=169713550"
"YYZX","产品线运营中心学习资料共享","169713551","169713515","05-各专业应知应会清单及岗位操作手册","04-模组结构","2","5","电视产品线运营中心学习共享 / 05-各专业应知应会清单及岗位操作手册 / 04-模组结构","规范与流程","2022-06-29 11:42:35","赵英芹","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=169713551"
"YYZX","产品线运营中心学习资料共享","169713553","169713515","05-各专业应知应会清单及岗位操作手册","05-产品经理","2","6","电视产品线运营中心学习共享 / 05-各专业应知应会清单及岗位操作手册 / 05-产品经理","规范与流程","2022-06-29 11:42:50","赵英芹","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=169713553"
"YYZX","产品线运营中心学习资料共享","169713555","169713515","05-各专业应知应会清单及岗位操作手册","06-项目推进经理","2","7","电视产品线运营中心学习共享 / 05-各专业应知应会清单及岗位操作手册 / 06-项目推进经理","规范与流程","2022-06-29 11:43:06","赵英芹","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=169713555"
"YYZX","产品线运营中心学习资料共享","169713558","169713515","05-各专业应知应会清单及岗位操作手册","07-用户文档","2","8","电视产品线运营中心学习共享 / 05-各专业应知应会清单及岗位操作手册 / 07-用户文档","规范与流程","2022-06-29 11:43:24","赵英芹","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=169713558"
"YYZX","产品线运营中心学习资料共享","169713560","169713515","05-各专业应知应会清单及岗位操作手册","08-平面设计","2","9","电视产品线运营中心学习共享 / 05-各专业应知应会清单及岗位操作手册 / 08-平面设计","设计与架构","2022-06-29 11:43:37","赵英芹","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=169713560"
"YYZX","产品线运营中心学习资料共享","169713561","169713515","05-各专业应知应会清单及岗位操作手册","09-订单推进经理","2","10","电视产品线运营中心学习共享 / 05-各专业应知应会清单及岗位操作手册 / 09-订单推进经理","规范与流程","2022-06-29 11:43:53","赵英芹","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=169713561"
"YYZX","产品线运营中心学习资料共享","174731200","169713515","05-各专业应知应会清单及岗位操作手册","10-工艺","2","11","电视产品线运营中心学习共享 / 05-各专业应知应会清单及岗位操作手册 / 10-工艺","规范与流程","2022-08-10 22:58:24","赵英芹","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=174731200"
"YYZX","产品线运营中心学习资料共享","170542369","82583404","电视产品线运营中心学习共享","06-日常培训课件和技术分享","1","6","电视产品线运营中心学习共享 / 06-日常培训课件和技术分享","培训与知识","2022-08-16 10:05:23","赵英芹","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=170542369"
"YYZX","产品线运营中心学习资料共享","170542375","170542369","06-日常培训课件和技术分享","01-技术分享","2","1","电视产品线运营中心学习共享 / 06-日常培训课件和技术分享 / 01-技术分享","培训与知识","2022-07-26 10:37:06","未知用户 (pingzheng)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=170542375"
"YYZX","产品线运营中心学习资料共享","170542383","170542369","06-日常培训课件和技术分享","02-日常培训","2","2","电视产品线运营中心学习共享 / 06-日常培训课件和技术分享 / 02-日常培训","培训与知识","2022-07-08 16:26:31","赵英芹","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=170542383"
"YYZX","产品线运营中心学习资料共享","170542406","170542369","06-日常培训课件和技术分享","03-优秀课件","2","3","电视产品线运营中心学习共享 / 06-日常培训课件和技术分享 / 03-优秀课件","培训与知识","2022-07-08 16:30:24","赵英芹","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=170542406"
"YYZX","产品线运营中心学习资料共享","199889928","82583404","电视产品线运营中心学习共享","01-产品线运营中心质量知识资产库","1","7","电视产品线运营中心学习共享 / 01-产品线运营中心质量知识资产库","培训与知识","2023-05-30 09:41:55","于航","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=199889928"
"YYZX","产品线运营中心学习资料共享","213427283","82583404","电视产品线运营中心学习共享","07-项目经验总结","1","8","电视产品线运营中心学习共享 / 07-项目经验总结","培训与知识","2023-05-10 12:07:18","杜红娟","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=213427283"
"YYZX","产品线运营中心学习资料共享","213427310","213427283","07-项目经验总结","65寸灯影问题复盘","2","1","电视产品线运营中心学习共享 / 07-项目经验总结 / 65寸灯影问题复盘","问题与复盘","2023-05-10 12:19:30","闫伟玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=213427310"
"YYZX","产品线运营中心学习资料共享","213427314","213427283","07-项目经验总结","反射片按压工装问题复盘","2","2","电视产品线运营中心学习共享 / 07-项目经验总结 / 反射片按压工装问题复盘","问题与复盘","2023-05-10 12:18:25","闫伟玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=213427314"
"YYZX","产品线运营中心学习资料共享","215826839","213427283","07-项目经验总结","量子点扩散板问题复盘","2","3","电视产品线运营中心学习共享 / 07-项目经验总结 / 量子点扩散板问题复盘","问题与复盘","2023-06-08 16:06:48","闫伟玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215826839"
"YYZX","产品线运营中心学习资料共享","213427309","82583404","电视产品线运营中心学习共享","指导文章","1","9","电视产品线运营中心学习共享 / 指导文章","培训与知识","2023-05-10 12:15:46","闫伟玲","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=213427309"
