"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"VIDAA","VIDAA","68854261","66391561","Partner Engagement Management (PEM)","PEM FRAMEWORK","2","9","VIDAA Main page / Partner Engagement Management (PEM) / PEM FRAMEWORK","其他","2019-10-20 19:56:28","未知用户 (jeremy.jones)","否","http://dmtks.hisense.com/display/VIDAA/PEM+FRAMEWORK"
"VIDAA","VIDAA","66391628","66391561","Partner Engagement Management (PEM)","Regional Mapping","2","10","VIDAA Main page / Partner Engagement Management (PEM) / Regional Mapping","其他","2020-02-29 00:13:41","未知用户 (jeremy.jones)","否","http://dmtks.hisense.com/display/VIDAA/Regional+Mapping"
"VIDAA","VIDAA","69504024","66391561","Partner Engagement Management (PEM)","Roles and Responsibilities","2","11","VIDAA Main page / Partner Engagement Management (PEM) / Roles and Responsibilities","其他","2019-10-30 22:43:03","未知用户 (jeremy.jones)","否","http://dmtks.hisense.com/display/VIDAA/Roles+and+Responsibilities"
"VIDAA","VIDAA","66391633","66391561","Partner Engagement Management (PEM)","Sample Ordering Process and Procedures","2","12","VIDAA Main page / Partner Engagement Management (PEM) / Sample Ordering Process and Procedures","其他","2021-08-04 06:18:18","Juan Romero","否","http://dmtks.hisense.com/display/VIDAA/Sample+Ordering+Process+and+Procedures"
"VIDAA","VIDAA","80454431","66391561","Partner Engagement Management (PEM)","Technical Documentation","2","13","VIDAA Main page / Partner Engagement Management (PEM) / Technical Documentation","其他","2023-01-26 23:27:57","张余庆/Louis Zhang","否","http://dmtks.hisense.com/display/VIDAA/Technical+Documentation"
"VIDAA","VIDAA","67636040","66391561","Partner Engagement Management (PEM)","TV model registration","2","14","VIDAA Main page / Partner Engagement Management (PEM) / TV model registration","其他","2019-10-02 08:15:02","张余庆/Louis Zhang","否","http://dmtks.hisense.com/display/VIDAA/TV+model+registration"
"VIDAA","VIDAA","83989056","66391561","Partner Engagement Management (PEM)","Vidaa Glossary","2","15","VIDAA Main page / Partner Engagement Management (PEM) / Vidaa Glossary","其他","2020-03-24 20:41:43","未知用户 (jeremy.jones)","否","http://dmtks.hisense.com/display/VIDAA/Vidaa+Glossary"
"VIDAA","VIDAA","64554444","66391221","VIDAA Main page","VIDAA Projects","1","2","VIDAA Main page / VIDAA Projects","项目管理","2025-03-26 10:52:27","武兵/Bill Wu","否","http://dmtks.hisense.com/display/VIDAA/VIDAA+Projects"
"VIDAA","VIDAA","65835178","64554444","VIDAA Projects","6886 Program","2","1","VIDAA Main page / VIDAA Projects / 6886 Program","项目管理","2019-10-11 11:17:51","未知用户 (linmengchao)","否","http://dmtks.hisense.com/display/VIDAA/6886+Program"
"VIDAA","VIDAA","65835174","64554444","VIDAA Projects","9602 Program","2","2","VIDAA Main page / VIDAA Projects / 9602 Program","项目管理","2019-09-12 16:46:54","王济洋","否","http://dmtks.hisense.com/display/VIDAA/9602+Program"
"VIDAA","VIDAA","66391168","64554444","VIDAA Projects","Cloud Program","2","3","VIDAA Main page / VIDAA Projects / Cloud Program","项目管理","2019-11-13 16:57:30","未知用户 (lixin31)","否","http://dmtks.hisense.com/display/VIDAA/Cloud+Program"
"VIDAA","VIDAA","68294357","64554444","VIDAA Projects","PEM Program","2","4","VIDAA Main page / VIDAA Projects / PEM Program","项目管理","2020-03-16 14:59:14","未知用户 (linmengchao)","否","http://dmtks.hisense.com/display/VIDAA/PEM+Program"
"VIDAA","VIDAA","191286683","64554444","VIDAA Projects","TVS Projects","2","5","VIDAA Main page / VIDAA Projects / TVS Projects","项目管理","2022-12-16 20:13:21","宋茂松/Mason Song","否","http://dmtks.hisense.com/display/VIDAA/TVS+Projects"
"VIDAA","VIDAA","85957272","64554444","VIDAA Projects","VIDAA Features","2","6","VIDAA Main page / VIDAA Projects / VIDAA Features","需求与功能","2023-03-07 23:19:58","Dominicus Brandjes","否","http://dmtks.hisense.com/display/VIDAA/VIDAA+Features"
"VIDAA","VIDAA","316548838","64554444","VIDAA Projects","项目管理例会宣贯汇总","2","7","VIDAA Main page / VIDAA Projects / 项目管理例会宣贯汇总","会议与协同","2025-07-24 13:55:11","李双增/S.Z. Li","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=316548838"
"VIDAA","VIDAA","66391608","66391221","VIDAA Main page","VIDAA Quality","1","3","VIDAA Main page / VIDAA Quality","数据与质量","2019-09-19 02:20:25","未知用户 (ofir.orlinsky)","否","http://dmtks.hisense.com/display/VIDAA/VIDAA+Quality"
"VIDAA","VIDAA","230130021","66391608","VIDAA Quality","IT","2","1","VIDAA Main page / VIDAA Quality / IT","数据与质量","2024-02-22 17:33:53","徐倩男/Nancy Xu","否","http://dmtks.hisense.com/display/VIDAA/IT"
"VIDAA","VIDAA","173051796","66391608","VIDAA Quality","NPS管理","2","2","VIDAA Main page / VIDAA Quality / NPS管理","问题与复盘","2024-03-07 16:05:29","董娟/Debbie Dong","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=173051796"
"VIDAA","VIDAA","215339101","66391608","VIDAA Quality","SQA过程管理","2","3","VIDAA Main page / VIDAA Quality / SQA过程管理","测试与验证","2023-05-31 17:06:29","未知用户 (yangyuling1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215339101"
"VIDAA","VIDAA","252866151","66391608","VIDAA Quality","VIDAA Integrated Testing Team(集成测试部)","2","4","VIDAA Main page / VIDAA Quality / VIDAA Integrated Testing Team(集成测试部)","设计与架构","2025-05-12 09:37:29","武兵/Bill Wu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=252866151"
"VIDAA","VIDAA","150747876","66391608","VIDAA Quality","云端后台Crash监控数据分析","2","5","VIDAA Main page / VIDAA Quality / 云端后台Crash监控数据分析","问题与复盘","2022-01-14 16:37:33","余春雨/Ethan Yu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=150747876"
"VIDAA","VIDAA","164071554","66391608","VIDAA Quality","体系管理","2","6","VIDAA Main page / VIDAA Quality / 体系管理","项目管理","2022-05-09 15:31:05","董娟/Debbie Dong","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164071554"
"VIDAA","VIDAA","171415718","66391608","VIDAA Quality","市场问题管理","2","7","VIDAA Main page / VIDAA Quality / 市场问题管理","问题与复盘","2025-01-10 17:53:05","未知用户 (wangjiao5)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=171415718"
"VIDAA","VIDAA","182064214","66391608","VIDAA Quality","海外共性问题","2","8","VIDAA Main page / VIDAA Quality / 海外共性问题","问题与复盘","2024-12-17 15:17:24","未知用户 (wangjiao5)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=182064214"
"VIDAA","VIDAA","207392086","66391608","VIDAA Quality","组合项目管理专题改进","2","9","VIDAA Main page / VIDAA Quality / 组合项目管理专题改进","项目管理","2023-04-03 16:26:04","未知用户 (lihaiqing1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207392086"
"VIDAA","VIDAA","219566814","66391608","VIDAA Quality","组织资产库","2","10","VIDAA Main page / VIDAA Quality / 组织资产库","数据与质量","2023-09-18 18:32:21","董娟/Debbie Dong","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=219566814"
"VIDAA","VIDAA","201044753","66391608","VIDAA Quality","网评问题管理","2","11","VIDAA Main page / VIDAA Quality / 网评问题管理","问题与复盘","2023-12-19 10:10:19","石雷/Neil Shi","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=201044753"
"VIDAA","VIDAA","243912117","66391608","VIDAA Quality","质量活动策划-2024","2","12","VIDAA Main page / VIDAA Quality / 质量活动策划-2024","数据与质量","2024-06-14 09:52:25","未知用户 (yangyuling1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=243912117"
"VIDAA","VIDAA","231044936","66391608","VIDAA Quality","部门培训","2","13","VIDAA Main page / VIDAA Quality / 部门培训","培训与知识","2024-03-11 10:23:16","未知用户 (lihaiqing1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=231044936"
"VIDAA","VIDAA","129801954","66391221","VIDAA Main page","VIDAA OEM","1","4","VIDAA Main page / VIDAA OEM","其他","2023-07-25 14:34:07","张海霞/Sally Zhang","否","http://dmtks.hisense.com/display/VIDAA/VIDAA+OEM"
"VIDAA","VIDAA","245767117","129801954","VIDAA OEM","App requirements","2","1","VIDAA Main page / VIDAA OEM / App requirements","需求与功能","2024-06-12 13:46:26","张海霞/Sally Zhang","否","http://dmtks.hisense.com/display/VIDAA/App+requirements"
"VIDAA","VIDAA","205690416","129801954","VIDAA OEM","CVTE需求沟通","2","2","VIDAA Main page / VIDAA OEM / CVTE需求沟通","需求与功能","2023-05-24 17:58:08","张海霞/Sally Zhang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=205690416"
"VIDAA","VIDAA","261748635","129801954","VIDAA OEM","DASS系统增加小包数据显示项目","2","3","VIDAA Main page / VIDAA OEM / DASS系统增加小包数据显示项目","项目管理","2024-09-03 14:16:04","衣晓亮/Derek Yi","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=261748635"
"VIDAA","VIDAA","168149758","129801954","VIDAA OEM","Foxxum 合作品牌","2","4","VIDAA Main page / VIDAA OEM / Foxxum 合作品牌","其他","2022-06-21 10:24:52","刘莹莹/Jessie Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=168149758"
"VIDAA","VIDAA","302741410","129801954","VIDAA OEM","Mediaset认证报备品牌&机型list","2","5","VIDAA Main page / VIDAA OEM / Mediaset认证报备品牌&机型list","培训与知识","2025-05-23 17:29:39","丁立省/Gavin Ding","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=302741410"
"VIDAA","VIDAA","155691232","129801954","VIDAA OEM","OEM工作计划","2","6","VIDAA Main page / VIDAA OEM / OEM工作计划","版本与计划","2022-04-13 14:47:42","刘莹莹/Jessie Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=155691232"
"VIDAA","VIDAA","182665663","129801954","VIDAA OEM","Portal网站相关","2","7","VIDAA Main page / VIDAA OEM / Portal网站相关","其他","2025-01-02 17:19:17","刘莹莹/Jessie Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=182665663"
"VIDAA","VIDAA","160374349","129801954","VIDAA OEM","VIDAA OEM定制化能力","2","8","VIDAA Main page / VIDAA OEM / VIDAA OEM定制化能力","其他","2022-08-09 18:48:50","刘莹莹/Jessie Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=160374349"
"VIDAA","VIDAA","228329853","129801954","VIDAA OEM","VIDAA平台降本","2","9","VIDAA Main page / VIDAA OEM / VIDAA平台降本","其他","2024-07-23 17:34:21","张海霞/Sally Zhang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=228329853"
"VIDAA","VIDAA","156482370","129801954","VIDAA OEM","YOUTUBE备案型号备忘","2","10","VIDAA Main page / VIDAA OEM / YOUTUBE备案型号备忘","其他","2025-04-17 10:11:23","刘莹莹/Jessie Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=156482370"
"VIDAA","VIDAA","267129477","129801954","VIDAA OEM","产品规划信息","2","11","VIDAA Main page / VIDAA OEM / 产品规划信息","其他","2024-09-12 16:13:26","张海霞/Sally Zhang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=267129477"
"VIDAA","VIDAA","183535824","129801954","VIDAA OEM","出差交流信息：","2","12","VIDAA Main page / VIDAA OEM / 出差交流信息：","其他","2024-08-19 17:44:50","张海霞/Sally Zhang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=183535824"
"VIDAA","VIDAA","160376108","129801954","VIDAA OEM","常用信息汇总","2","13","VIDAA Main page / VIDAA OEM / 常用信息汇总","其他","2022-04-13 14:50:06","刘莹莹/Jessie Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=160376108"
"VIDAA","VIDAA","145075032","129801954","VIDAA OEM","样机管理","2","14","VIDAA Main page / VIDAA OEM / 样机管理","项目管理","2025-05-28 14:21:40","张海霞/Sally Zhang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=145075032"
"VIDAA","VIDAA","229971110","129801954","VIDAA OEM","流程管理","2","15","VIDAA Main page / VIDAA OEM / 流程管理","规范与流程","2024-12-10 10:29:41","刘莹莹/Jessie Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=229971110"
"VIDAA","VIDAA","248716837","129801954","VIDAA OEM","软件项目记录","2","16","VIDAA Main page / VIDAA OEM / 软件项目记录","项目管理","2025-07-08 16:47:31","丁立省/Gavin Ding","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=248716837"
"VIDAA","VIDAA","130460394","66391221","VIDAA Main page","VIDAA Design","1","5","VIDAA Main page / VIDAA Design","设计与架构","2023-04-27 11:13:06","郝文静/Vicky Hao","否","http://dmtks.hisense.com/display/VIDAA/VIDAA+Design"
"VIDAA","VIDAA","330915270","130460394","VIDAA Design","Ease of use NPS 2025","2","1","VIDAA Main page / VIDAA Design / Ease of use NPS 2025","设计与架构","2026-01-20 15:27:12","曾韦华/Willa Zeng","否","http://dmtks.hisense.com/display/VIDAA/Ease+of+use+NPS+2025"
"VIDAA","VIDAA","217335843","130460394","VIDAA Design","U8 Iconfont Naming Update","2","2","VIDAA Main page / VIDAA Design / U8 Iconfont Naming Update","设计与架构","2023-07-17 15:49:29","郝文静/Vicky Hao","否","http://dmtks.hisense.com/display/VIDAA/U8+Iconfont+Naming+Update"
"VIDAA","VIDAA","211092342","130460394","VIDAA Design","U8 TV Error Message Redefinition","2","3","VIDAA Main page / VIDAA Design / U8 TV Error Message Redefinition","设计与架构","2023-06-12 14:42:28","郝文静/Vicky Hao","否","http://dmtks.hisense.com/display/VIDAA/U8+TV+Error+Message+Redefinition"
"VIDAA","VIDAA","145726783","130460394","VIDAA Design","UX Documentation","2","4","VIDAA Main page / VIDAA Design / UX Documentation","设计与架构","2022-05-06 23:22:13","Yumie Toka","否","http://dmtks.hisense.com/display/VIDAA/UX+Documentation"
"VIDAA","VIDAA","303900535","66391221","VIDAA Main page","VIDAA TVOS R&D","1","6","VIDAA Main page / VIDAA TVOS R&D","其他","2025-05-12 09:47:15","武兵/Bill Wu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=303900535"
"VIDAA","VIDAA","303900915","303900535","VIDAA TVOS R&D","Key Programs in 2025","2","1","VIDAA Main page / VIDAA TVOS R&D / Key Programs in 2025","其他","2025-05-12 11:02:36","武兵/Bill Wu","否","http://dmtks.hisense.com/display/VIDAA/Key+Programs+in+2025"
"VIDAA","VIDAA","303900583","303900535","VIDAA TVOS R&D","Visit&Trip Space(出差交流空间)","2","2","VIDAA Main page / VIDAA TVOS R&D / Visit&Trip Space(出差交流空间)","其他","2025-05-12 11:07:01","武兵/Bill Wu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=303900583"
"VIDAA","VIDAA","341988084","303900535","VIDAA TVOS R&D","部门PBC-2026","2","3","VIDAA Main page / VIDAA TVOS R&D / 部门PBC-2026","其他","2025-12-09 15:18:54","武兵/Bill Wu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=341988084"
"VIDAA","VIDAA","173920041","66391221","VIDAA Main page","VIDAA Cloud","1","7","VIDAA Main page / VIDAA Cloud","其他","2023-10-30 19:47:13","吕嘉/Bob Lu","否","http://dmtks.hisense.com/display/VIDAA/VIDAA+Cloud"
"VIDAA","VIDAA","174736933","173920041","VIDAA Cloud","业务相关网站汇总","2","1","VIDAA Main page / VIDAA Cloud / 业务相关网站汇总","其他","2022-08-12 11:15:54","吕嘉/Bob Lu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=174736933"
"VIDAA","VIDAA","174736771","173920041","VIDAA Cloud","云业务相关调查整理文档","2","2","VIDAA Main page / VIDAA Cloud / 云业务相关调查整理文档","规范与流程","2023-10-30 19:45:23","吕嘉/Bob Lu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=174736771"
"VIDAA","VIDAA","174736727","173920041","VIDAA Cloud","设计评审文档","2","3","VIDAA Main page / VIDAA Cloud / 设计评审文档","设计与架构","2022-08-12 10:55:07","吕嘉/Bob Lu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=174736727"
"VIDAA","VIDAA","193498193","173920041","VIDAA Cloud","云端业务计划和记录","2","4","VIDAA Main page / VIDAA Cloud / 云端业务计划和记录","版本与计划","2023-01-03 14:03:51","吕嘉/Bob Lu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=193498193"
"VIDAA","VIDAA","174739853","173920041","VIDAA Cloud","个人记录","2","5","VIDAA Main page / VIDAA Cloud / 个人记录","其他","2022-08-12 18:01:18","吕嘉/Bob Lu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=174739853"
"VIDAA","VIDAA","175517710","173920041","VIDAA Cloud","Cloud Side Integration","2","6","VIDAA Main page / VIDAA Cloud / Cloud Side Integration","设计与架构","2022-08-17 21:59:07","吕嘉/Bob Lu","否","http://dmtks.hisense.com/display/VIDAA/Cloud+Side+Integration"
"VIDAA","VIDAA","186138347","173920041","VIDAA Cloud","RCA分析","2","7","VIDAA Main page / VIDAA Cloud / RCA分析","问题与复盘","2022-11-11 14:51:53","陈娜/Nina Chen","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=186138347"
"VIDAA","VIDAA","190350332","173920041","VIDAA Cloud","测试相关","2","8","VIDAA Main page / VIDAA Cloud / 测试相关","测试与验证","2023-10-08 11:37:59","陈娜/Nina Chen","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=190350332"
"VIDAA","VIDAA","197528655","173920041","VIDAA Cloud","VIDAA Cloud 进度周报","2","9","VIDAA Main page / VIDAA Cloud / VIDAA Cloud 进度周报","项目管理","2023-02-06 15:24:05","张楠/Nancy Zhang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=197528655"
"VIDAA","VIDAA","222799657","173920041","VIDAA Cloud","Weekly Review meeting 2023","2","10","VIDAA Main page / VIDAA Cloud / Weekly Review meeting 2023","会议与协同","2023-10-18 17:41:31","张楠/Nancy Zhang","否","http://dmtks.hisense.com/display/VIDAA/Weekly+Review+meeting+2023"
"VIDAA","VIDAA","222816495","173920041","VIDAA Cloud","2023 KPI","2","11","VIDAA Main page / VIDAA Cloud / 2023 KPI","其他","2023-10-19 10:07:52","张楠/Nancy Zhang","否","http://dmtks.hisense.com/display/VIDAA/2023+KPI"
"VIDAA","VIDAA","222817192","173920041","VIDAA Cloud","问题梳理和措施","2","12","VIDAA Main page / VIDAA Cloud / 问题梳理和措施","问题与复盘","2023-10-19 11:02:11","张楠/Nancy Zhang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=222817192"
"VIDAA","VIDAA","232988839","173920041","VIDAA Cloud","宣贯记录","2","13","VIDAA Main page / VIDAA Cloud / 宣贯记录","其他","2024-04-17 10:11:43","高吉涛/Eric Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=232988839"
"VIDAA","VIDAA","204738036","66391221","VIDAA Main page","VIDAA  Training","1","8","VIDAA Main page / VIDAA  Training","培训与知识","2023-07-28 17:56:01","徐立红/Molly Xu","否","http://dmtks.hisense.com/display/VIDAA/VIDAA++Training"
"VIDAA","VIDAA","307320917","204738036","VIDAA  Training","1、深圳华为、腾讯交流总结及培训内容","2","1","VIDAA Main page / VIDAA  Training / 1、深圳华为、腾讯交流总结及培训内容","培训与知识","2025-07-25 18:09:39","徐立红/Molly Xu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=307320917"
"VIDAA","VIDAA","308868406","204738036","VIDAA  Training","2、AI专项培训","2","2","VIDAA Main page / VIDAA  Training / 2、AI专项培训","培训与知识","2025-09-28 18:21:04","王家才/Jack Wang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=308868406"
"VIDAA","VIDAA","218154999","204738036","VIDAA  Training","VIDAA 各部门知识图谱及配套培训课程合集","2","3","VIDAA Main page / VIDAA  Training / VIDAA 各部门知识图谱及配套培训课程合集","培训与知识","2023-07-30 10:00:56","陈文柱/Vanjoe Chen","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=218154999"
"VIDAA","VIDAA","213427062","204738036","VIDAA  Training","VIDAA-核心技术大讲堂","2","4","VIDAA Main page / VIDAA  Training / VIDAA-核心技术大讲堂","培训与知识","2025-10-23 11:31:38","徐立红/Molly Xu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=213427062"
"VIDAA","VIDAA","215323537","204738036","VIDAA  Training","VIDAA-讲师培训","2","5","VIDAA Main page / VIDAA  Training / VIDAA-讲师培训","培训与知识","2023-05-30 09:40:54","徐立红/Molly Xu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215323537"
"VIDAA","VIDAA","204738172","204738036","VIDAA  Training","业务拓展部","2","6","VIDAA Main page / VIDAA  Training / 业务拓展部","培训与知识","2023-12-20 16:52:21","刘莹莹/Jessie Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204738172"
"VIDAA","VIDAA","204738194","204738036","VIDAA  Training","产品部","2","7","VIDAA Main page / VIDAA  Training / 产品部","培训与知识","2023-05-29 15:41:48","王建怡/Eileen Wang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204738194"
"VIDAA","VIDAA","232993677","204738036","VIDAA  Training","员工能力提升版块","2","8","VIDAA Main page / VIDAA  Training / 员工能力提升版块","培训与知识","2024-04-26 16:40:15","徐立红/Molly Xu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=232993677"
"VIDAA","VIDAA","204738191","204738036","VIDAA  Training","应用开发部","2","9","VIDAA Main page / VIDAA  Training / 应用开发部","培训与知识","2023-07-30 10:01:33","陈文柱/Vanjoe Chen","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204738191"
"VIDAA","VIDAA","209945835","204738036","VIDAA  Training","武汉开发部","2","10","VIDAA Main page / VIDAA  Training / 武汉开发部","培训与知识","2023-07-30 10:02:51","陈文柱/Vanjoe Chen","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209945835"
"VIDAA","VIDAA","204738176","204738036","VIDAA  Training","深圳开发部","2","11","VIDAA Main page / VIDAA  Training / 深圳开发部","培训与知识","2024-01-19 09:58:56","未知用户 (wangjianhua.ex)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204738176"
"VIDAA","VIDAA","204738185","204738036","VIDAA  Training","系统开发部","2","12","VIDAA Main page / VIDAA  Training / 系统开发部","培训与知识","2023-07-30 10:03:14","陈文柱/Vanjoe Chen","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204738185"
"VIDAA","VIDAA","215349780","204738036","VIDAA  Training","规范/标准宣贯系列","2","13","VIDAA Main page / VIDAA  Training / 规范/标准宣贯系列","规范与流程","2023-10-12 13:35:02","徐立红/Molly Xu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215349780"
"VIDAA","VIDAA","204738087","204738036","VIDAA  Training","质量与管理推进部","2","14","VIDAA Main page / VIDAA  Training / 质量与管理推进部","培训与知识","2024-03-11 10:23:59","未知用户 (lihaiqing1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204738087"
"VIDAA","VIDAA","204738188","204738036","VIDAA  Training","项目管理部","2","15","VIDAA Main page / VIDAA  Training / 项目管理部","培训与知识","2023-05-11 10:27:17","未知用户 (sunwenping)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204738188"
"VIDAA","VIDAA","291490736","66391221","VIDAA Main page","AI Efficiency Improvement","1","9","VIDAA Main page / AI Efficiency Improvement","其他","2025-05-15 09:08:55","陈陟/Vincent Chen","否","http://dmtks.hisense.com/display/VIDAA/AI+Efficiency+Improvement"
"VIDAA","VIDAA","301263695","291490736","AI Efficiency Improvement","AI战略推进 月报&周报","2","1","VIDAA Main page / AI Efficiency Improvement / AI战略推进 月报&周报","其他","2025-09-01 10:53:47","朱守勤/Michael Zhu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=301263695"
"VIDAA","VIDAA","295879905","291490736","AI Efficiency Improvement","AI提效-产品","2","2","VIDAA Main page / AI Efficiency Improvement / AI提效-产品","其他","2025-03-27 18:10:52","陈陟/Vincent Chen","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=295879905"
"VIDAA","VIDAA","295865376","291490736","AI Efficiency Improvement","AI提效-测试","2","3","VIDAA Main page / AI Efficiency Improvement / AI提效-测试","测试与验证","2025-07-24 18:01:09","未知用户 (zhuxiaopu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=295865376"
"VIDAA","VIDAA","295865366","291490736","AI Efficiency Improvement","AI提效-软件开发","2","4","VIDAA Main page / AI Efficiency Improvement / AI提效-软件开发","其他","2025-03-25 11:25:32","朱守勤/Michael Zhu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=295865366"
