"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"QDPTJSS","系统软件开发所666","48169281","48169277","专利提案管理","2019","2","1","系统软件开发所666 Home / 专利提案管理 / 2019","项目管理","2019-05-27 12:06:20","初德进","否","http://dmtks.hisense.com/display/QDPTJSS/2019"
"QDPTJSS","系统软件开发所666","80453421","48169277","专利提案管理","2020","2","2","系统软件开发所666 Home / 专利提案管理 / 2020","项目管理","2020-02-21 16:27:11","未知用户 (chengzhi)","否","http://dmtks.hisense.com/display/QDPTJSS/2020"
"QDPTJSS","系统软件开发所666","112137833","48169277","专利提案管理","2021","2","3","系统软件开发所666 Home / 专利提案管理 / 2021","项目管理","2021-06-03 15:06:34","未知用户 (juweiming)","否","http://dmtks.hisense.com/display/QDPTJSS/2021"
"QDPTJSS","系统软件开发所666","147823208","48169277","专利提案管理","2022","2","4","系统软件开发所666 Home / 专利提案管理 / 2022","项目管理","2022-09-23 19:11:14","邓子敬","否","http://dmtks.hisense.com/display/QDPTJSS/2022"
"QDPTJSS","系统软件开发所666","48169141","13723344","系统软件开发所666 Home","个人能力提升","1","6","系统软件开发所666 Home / 个人能力提升","其他","2023-10-09 10:42:14","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=48169141"
"QDPTJSS","系统软件开发所666","116819860","48169141","个人能力提升","2021年提升计划","2","1","系统软件开发所666 Home / 个人能力提升 / 2021年提升计划","版本与计划","2021-02-22 17:55:24","未知用户 (juweiming)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=116819860"
"QDPTJSS","系统软件开发所666","224250419","48169141","个人能力提升","2023Q4-2024Q2 能力提升活动","2","2","系统软件开发所666 Home / 个人能力提升 / 2023Q4-2024Q2 能力提升活动","其他","2023-12-13 15:30:00","未知用户 (sunzizhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224250419"
"QDPTJSS","系统软件开发所666","14719155","48169141","个人能力提升","Driver Key Techniques","2","3","系统软件开发所666 Home / 个人能力提升 / Driver Key Techniques","其他","2019-03-12 16:54:39","冯美美","否","http://dmtks.hisense.com/display/QDPTJSS/Driver+Key+Techniques"
"QDPTJSS","系统软件开发所666","162398632","48169141","个人能力提升","IDP个人提升计划","2","4","系统软件开发所666 Home / 个人能力提升 / IDP个人提升计划","版本与计划","2022-04-24 10:05:59","张智勇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=162398632"
"QDPTJSS","系统软件开发所666","48169203","48169141","个人能力提升","外设组","2","5","系统软件开发所666 Home / 个人能力提升 / 外设组","其他","2019-10-24 14:01:10","未知用户 (wangrenbin)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=48169203"
"QDPTJSS","系统软件开发所666","50137020","48169141","个人能力提升","学习标兵","2","6","系统软件开发所666 Home / 个人能力提升 / 学习标兵","培训与知识","2019-03-26 16:26:24","初德进","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=50137020"
"QDPTJSS","系统软件开发所666","48169144","48169141","个人能力提升","系统组","2","7","系统软件开发所666 Home / 个人能力提升 / 系统组","其他","2019-11-27 11:45:26","未知用户 (wangshuangyou1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=48169144"
"QDPTJSS","系统软件开发所666","222323579","48169141","个人能力提升","能力提升","2","8","系统软件开发所666 Home / 个人能力提升 / 能力提升","其他","2023-10-09 10:56:37","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=222323579"
"QDPTJSS","系统软件开发所666","48169207","48169141","个人能力提升","配置管理组","2","9","系统软件开发所666 Home / 个人能力提升 / 配置管理组","项目管理","2019-11-27 15:32:01","逄瑞娟","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=48169207"
"QDPTJSS","系统软件开发所666","13725631","13723344","系统软件开发所666 Home","交流与合作","1","7","系统软件开发所666 Home / 交流与合作","其他","2017-03-25 15:41:11","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13725631"
"QDPTJSS","系统软件开发所666","13725632","13725631","交流与合作","个性化场景规划演示版项目","2","1","系统软件开发所666 Home / 交流与合作 / 个性化场景规划演示版项目","项目管理","2020-12-29 19:08:27","未知用户 (wangrenbin)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13725632"
"QDPTJSS","系统软件开发所666","13725635","13725631","交流与合作","合作项目","2","2","系统软件开发所666 Home / 交流与合作 / 合作项目","项目管理","2017-03-25 15:41:12","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13725635"
"QDPTJSS","系统软件开发所666","13725646","13725631","交流与合作","软件与UX设计合作交流区","2","3","系统软件开发所666 Home / 交流与合作 / 软件与UX设计合作交流区","设计与架构","2017-03-25 15:41:43","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13725646"
"QDPTJSS","系统软件开发所666","49516394","13725631","交流与合作","Display_IDP","2","4","系统软件开发所666 Home / 交流与合作 / Display_IDP","其他","2019-03-21 15:19:28","未知用户 (chengzhi)","否","http://dmtks.hisense.com/display/QDPTJSS/Display_IDP"
"QDPTJSS","系统软件开发所666","104799954","13723344","系统软件开发所666 Home","任职资格认证材料","1","8","系统软件开发所666 Home / 任职资格认证材料","培训与知识","2022-03-16 18:13:46","李攀","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=104799954"
"QDPTJSS","系统软件开发所666","250641164","104799954","任职资格认证材料","2024 年任职资格材料","2","1","系统软件开发所666 Home / 任职资格认证材料 / 2024 年任职资格材料","培训与知识","2024-07-08 18:35:46","周颖昕","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=250641164"
"QDPTJSS","系统软件开发所666","48170503","13723344","系统软件开发所666 Home","创新提案管理","1","9","系统软件开发所666 Home / 创新提案管理","项目管理","2022-03-18 14:44:10","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=48170503"
"QDPTJSS","系统软件开发所666","48170506","48170503","创新提案管理","19年","2","1","系统软件开发所666 Home / 创新提案管理 / 19年","项目管理","2019-03-05 11:24:39","初德进","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=48170506"
"QDPTJSS","系统软件开发所666","107055714","48170503","创新提案管理","2020创新提案","2","2","系统软件开发所666 Home / 创新提案管理 / 2020创新提案","项目管理","2020-11-17 14:08:01","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=107055714"
"QDPTJSS","系统软件开发所666","124715707","48170503","创新提案管理","2021年创新提案/成果","2","3","系统软件开发所666 Home / 创新提案管理 / 2021年创新提案/成果","项目管理","2021-12-14 11:41:13","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=124715707"
"QDPTJSS","系统软件开发所666","131145058","48170503","创新提案管理","2021年微创新提案","2","4","系统软件开发所666 Home / 创新提案管理 / 2021年微创新提案","项目管理","2021-07-19 11:24:27","邓子敬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=131145058"
"QDPTJSS","系统软件开发所666","157203948","48170503","创新提案管理","2022年创新成果、创新提案、微创新","2","5","系统软件开发所666 Home / 创新提案管理 / 2022年创新成果、创新提案、微创新","项目管理","2022-03-18 14:44:41","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=157203948"
"QDPTJSS","系统软件开发所666","13724997","13723344","系统软件开发所666 Home","培训相关","1","10","系统软件开发所666 Home / 培训相关","培训与知识","2017-03-25 15:35:02","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13724997"
"QDPTJSS","系统软件开发所666","13724998","13724997","培训相关","本部门培训计划及课程","2","1","系统软件开发所666 Home / 培训相关 / 本部门培训计划及课程","版本与计划","2020-10-09 09:44:20","未知用户 (sunkaihong)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13724998"
"QDPTJSS","系统软件开发所666","13725002","13724997","培训相关","培训资料","2","2","系统软件开发所666 Home / 培训相关 / 培训资料","培训与知识","2018-09-19 15:21:50","未知用户 (mengkai1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13725002"
"QDPTJSS","系统软件开发所666","13725009","13724997","培训相关","新员工培养","2","3","系统软件开发所666 Home / 培训相关 / 新员工培养","培训与知识","2019-04-26 16:00:40","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13725009"
"QDPTJSS","系统软件开发所666","14718547","13724997","培训相关","其他部门培训课程及资料","2","4","系统软件开发所666 Home / 培训相关 / 其他部门培训课程及资料","培训与知识","2017-05-19 10:03:57","未知用户 (wangenjing)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14718547"
"QDPTJSS","系统软件开发所666","48828297","13724997","培训相关","培训流程","2","5","系统软件开发所666 Home / 培训相关 / 培训流程","规范与流程","2023-03-02 21:19:07","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=48828297"
"QDPTJSS","系统软件开发所666","114199922","13724997","培训相关","公共技术软件所图案书馆计划","2","6","系统软件开发所666 Home / 培训相关 / 公共技术软件所图案书馆计划","版本与计划","2021-02-03 15:07:37","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=114199922"
"QDPTJSS","系统软件开发所666","223283255","13723344","系统软件开发所666 Home","学习地图","1","11","系统软件开发所666 Home / 学习地图","培训与知识","2023-10-20 17:00:07","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=223283255"
"QDPTJSS","系统软件开发所666","223283260","223283255","学习地图","0. 地图指引","2","1","系统软件开发所666 Home / 学习地图 / 0. 地图指引","培训与知识","2024-02-27 09:54:23","张智勇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=223283260"
"QDPTJSS","系统软件开发所666","223283822","223283255","学习地图","1. 通识库","2","2","系统软件开发所666 Home / 学习地图 / 1. 通识库","培训与知识","2023-11-07 18:50:45","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=223283822"
"QDPTJSS","系统软件开发所666","98602844","223283255","学习地图","2. 业务知识库","2","3","系统软件开发所666 Home / 学习地图 / 2. 业务知识库","培训与知识","2023-10-20 17:54:32","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=98602844"
"QDPTJSS","系统软件开发所666","233001688","13723344","系统软件开发所666 Home","已分享的链接","1","12","系统软件开发所666 Home / 已分享的链接","其他","2024-04-19 14:02:01","姜超","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=233001688"
"QDPTJSS","系统软件开发所666","233001689","233001688","已分享的链接","Linux虚拟内存管理","2","1","系统软件开发所666 Home / 已分享的链接 / Linux虚拟内存管理","项目管理","2024-04-19 14:02:01","姜超","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=233001689"
"QDPTJSS","系统软件开发所666","114922955","13723344","系统软件开发所666 Home","技术规划/技术调研","1","13","系统软件开发所666 Home / 技术规划/技术调研","其他","2024-01-04 13:52:09","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=114922955"
"QDPTJSS","系统软件开发所666","110011253","114922955","技术规划/技术调研","07 - 无线技术","2","1","系统软件开发所666 Home / 技术规划/技术调研 / 07 - 无线技术","其他","2024-01-04 09:44:13","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=110011253"
"QDPTJSS","系统软件开发所666","228333507","114922955","技术规划/技术调研","09 - Android版本更新","2","2","系统软件开发所666 Home / 技术规划/技术调研 / 09 - Android版本更新","版本与计划","2024-01-13 11:34:19","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=228333507"
"QDPTJSS","系统软件开发所666","228763058","114922955","技术规划/技术调研","12 - Android补丁更新","2","3","系统软件开发所666 Home / 技术规划/技术调研 / 12 - Android补丁更新","其他","2024-03-12 13:59:13","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=228763058"
"QDPTJSS","系统软件开发所666","229101382","114922955","技术规划/技术调研","13 - 标准","2","4","系统软件开发所666 Home / 技术规划/技术调研 / 13 - 标准","规范与流程","2024-03-12 13:59:31","王永清","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=229101382"
"QDPTJSS","系统软件开发所666","291498217","114922955","技术规划/技术调研","19 驱动模块SBOM(独立代码仓)交付","2","5","系统软件开发所666 Home / 技术规划/技术调研 / 19 驱动模块SBOM(独立代码仓)交付","项目管理","2025-02-28 13:22:15","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=291498217"
"QDPTJSS","系统软件开发所666","224661551","114922955","技术规划/技术调研","IEEE标准会议-2023","2","6","系统软件开发所666 Home / 技术规划/技术调研 / IEEE标准会议-2023","会议与协同","2023-11-20 15:34:26","邓子敬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224661551"
"QDPTJSS","系统软件开发所666","114922962","114922955","技术规划/技术调研","PMT","2","7","系统软件开发所666 Home / 技术规划/技术调研 / PMT","其他","2021-02-03 17:54:58","未知用户 (juweiming)","否","http://dmtks.hisense.com/display/QDPTJSS/PMT"
"QDPTJSS","系统软件开发所666","209948849","13723344","系统软件开发所666 Home","方案商接口界面-HUI","1","14","系统软件开发所666 Home / 方案商接口界面-HUI","设计与架构","2024-09-20 13:32:03","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209948849"
"QDPTJSS","系统软件开发所666","209948940","209948849","方案商接口界面-HUI","0. 通用信息(青岛HUI服务器操作指南)","2","1","系统软件开发所666 Home / 方案商接口界面-HUI / 0. 通用信息(青岛HUI服务器操作指南)","设计与架构","2025-12-18 09:57:41","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209948940"
"QDPTJSS","系统软件开发所666","209948963","209948849","方案商接口界面-HUI","1. HUI 代码仓目录详解","2","2","系统软件开发所666 Home / 方案商接口界面-HUI / 1. HUI 代码仓目录详解","设计与架构","2023-10-19 20:46:23","李川","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209948963"
"QDPTJSS","系统软件开发所666","323559398","209948849","方案商接口界面-HUI","10 . 新机芯 HUI 集成 SOP - 安卓/VIDAA 项目 HUI 总接口人关注","2","3","系统软件开发所666 Home / 方案商接口界面-HUI / 10 . 新机芯 HUI 集成 SOP - 安卓/VIDAA 项目 HUI 总接口人关注","设计与架构","2025-08-22 10:12:17","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=323559398"
"QDPTJSS","系统软件开发所666","209949051","209948849","方案商接口界面-HUI","2. 新机芯POC HUI对接时需要提供方案商的资料","2","4","系统软件开发所666 Home / 方案商接口界面-HUI / 2. 新机芯POC HUI对接时需要提供方案商的资料","设计与架构","2025-02-28 09:39:31","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209949051"
"QDPTJSS","系统软件开发所666","209949145","209948849","方案商接口界面-HUI","3. 新增API提交规范","2","5","系统软件开发所666 Home / 方案商接口界面-HUI / 3. 新增API提交规范","设计与架构","2026-01-09 09:56:08","卢平光","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209949145"
"QDPTJSS","系统软件开发所666","221286207","209948849","方案商接口界面-HUI","4. testcases checklist 自动生成与调试","2","6","系统软件开发所666 Home / 方案商接口界面-HUI / 4. testcases checklist 自动生成与调试","设计与架构","2025-08-22 09:41:55","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=221286207"
"QDPTJSS","系统软件开发所666","223781603","209948849","方案商接口界面-HUI","5. HUI list 自动生成与调试","2","7","系统软件开发所666 Home / 方案商接口界面-HUI / 5. HUI list 自动生成与调试","设计与架构","2025-08-21 18:15:27","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=223781603"
"QDPTJSS","系统软件开发所666","209949151","209948849","方案商接口界面-HUI","6. 可视化工作界面指导(推荐code-server + 通义灵码方案，vscode + remote ssh 方案)","2","8","系统软件开发所666 Home / 方案商接口界面-HUI / 6. 可视化工作界面指导(推荐code-server + 通义灵码方案，vscode + remote ssh 方案)","设计与架构","2025-04-01 10:46:03","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209949151"
"QDPTJSS","系统软件开发所666","229424200","209948849","方案商接口界面-HUI","7. HUI Owner List","2","9","系统软件开发所666 Home / 方案商接口界面-HUI / 7. HUI Owner List","设计与架构","2024-02-06 10:54:37","曹圆圆","否","http://dmtks.hisense.com/display/QDPTJSS/7.+HUI+Owner+List"
"QDPTJSS","系统软件开发所666","229424180","209948849","方案商接口界面-HUI","8. HUI 接口需求说明","2","10","系统软件开发所666 Home / 方案商接口界面-HUI / 8. HUI 接口需求说明","需求与功能","2024-02-06 17:49:19","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=229424180"
"QDPTJSS","系统软件开发所666","221314911","209948849","方案商接口界面-HUI","9. HUI testcase auto & manual test 步骤","2","11","系统软件开发所666 Home / 方案商接口界面-HUI / 9. HUI testcase auto & manual test 步骤","设计与架构","2025-05-08 17:56:43","卢平光","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=221314911"
"QDPTJSS","系统软件开发所666","213422650","13723344","系统软件开发所666 Home","服务器问题202305","1","15","系统软件开发所666 Home / 服务器问题202305","问题与复盘","2023-05-09 16:18:57","丁达志","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=213422650"
"QDPTJSS","系统软件开发所666","14518221","13723344","系统软件开发所666 Home","流程及标准","1","16","系统软件开发所666 Home / 流程及标准","规范与流程","2024-01-29 10:30:02","曹圆圆","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14518221"
"QDPTJSS","系统软件开发所666","65177820","14518221","流程及标准","0 - 驱动主管手册","2","1","系统软件开发所666 Home / 流程及标准 / 0 - 驱动主管手册","规范与流程","2019-09-03 16:15:15","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=65177820"
"QDPTJSS","系统软件开发所666","46794725","14518221","流程及标准","01-工作手册","2","2","系统软件开发所666 Home / 流程及标准 / 01-工作手册","规范与流程","2024-09-03 17:30:17","董利平","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=46794725"
"QDPTJSS","系统软件开发所666","46797667","14518221","流程及标准","02-工作手册_小贴士","2","3","系统软件开发所666 Home / 流程及标准 / 02-工作手册_小贴士","规范与流程","2021-07-23 10:14:43","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=46797667"
"QDPTJSS","系统软件开发所666","90282791","14518221","流程及标准","04 固件管理流程","2","4","系统软件开发所666 Home / 流程及标准 / 04 固件管理流程","规范与流程","2021-08-11 10:53:27","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=90282791"
"QDPTJSS","系统软件开发所666","136152911","14518221","流程及标准","06 - 方案商需求传递模板","2","5","系统软件开发所666 Home / 流程及标准 / 06 - 方案商需求传递模板","需求与功能","2021-08-30 15:25:14","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=136152911"
"QDPTJSS","系统软件开发所666","70162470","14518221","流程及标准","z - 借机还机流程","2","6","系统软件开发所666 Home / 流程及标准 / z - 借机还机流程","规范与流程","2019-10-31 21:25:18","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=70162470"
"QDPTJSS","系统软件开发所666","97193198","14518221","流程及标准","代码会议评审 - 记录列表","2","7","系统软件开发所666 Home / 流程及标准 / 代码会议评审 - 记录列表","会议与协同","2020-08-11 21:19:31","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=97193198"
"QDPTJSS","系统软件开发所666","127599760","14518221","流程及标准","出差申请报销流程示例","2","8","系统软件开发所666 Home / 流程及标准 / 出差申请报销流程示例","规范与流程","2021-06-07 11:38:13","李增波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=127599760"
"QDPTJSS","系统软件开发所666","90939276","14518221","流程及标准","服务器、硬盘等采购流程","2","9","系统软件开发所666 Home / 流程及标准 / 服务器、硬盘等采购流程","规范与流程","2020-06-12 15:00:35","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=90939276"
"QDPTJSS","系统软件开发所666","70157545","14518221","流程及标准","点检用例 - 原型机","2","10","系统软件开发所666 Home / 流程及标准 / 点检用例 - 原型机","测试与验证","2019-10-28 16:19:52","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=70157545"
"QDPTJSS","系统软件开发所666","66392299","14518221","流程及标准","点检用例 - 派生机","2","11","系统软件开发所666 Home / 流程及标准 / 点检用例 - 派生机","测试与验证","2021-09-03 15:56:20","谭少峰","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=66392299"
"QDPTJSS","系统软件开发所666","72089990","14518221","流程及标准","电视驱动所  --  问题处理规范","2","12","系统软件开发所666 Home / 流程及标准 / 电视驱动所  --  问题处理规范","问题与复盘","2020-04-02 10:04:53","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=72089990"
"QDPTJSS","系统软件开发所666","96505075","14518221","流程及标准","编码规范","2","13","系统软件开发所666 Home / 流程及标准 / 编码规范","规范与流程","2020-08-04 16:27:29","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=96505075"
"QDPTJSS","系统软件开发所666","107057411","14518221","流程及标准","设计规范、设计方案、自测用例","2","14","系统软件开发所666 Home / 流程及标准 / 设计规范、设计方案、自测用例","设计与架构","2021-05-27 18:03:46","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=107057411"
"QDPTJSS","系统软件开发所666","14534059","14518221","流程及标准","软件先行及流程","2","15","系统软件开发所666 Home / 流程及标准 / 软件先行及流程","规范与流程","2017-04-11 15:35:53","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14534059"
"QDPTJSS","系统软件开发所666","114198296","14518221","流程及标准","软件分支管理规范","2","16","系统软件开发所666 Home / 流程及标准 / 软件分支管理规范","规范与流程","2021-01-25 17:03:08","姜超","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=114198296"
"QDPTJSS","系统软件开发所666","84640230","14518221","流程及标准","软硬件工作界面 - 整体","2","17","系统软件开发所666 Home / 流程及标准 / 软硬件工作界面 - 整体","规范与流程","2020-03-30 10:52:19","未知用户 (chengzhi)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=84640230"
"QDPTJSS","系统软件开发所666","13723699","13723344","系统软件开发所666 Home","知识汇总","1","17","系统软件开发所666 Home / 知识汇总","其他","2017-03-25 15:29:45","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13723699"
"QDPTJSS","系统软件开发所666","13723700","13723699","知识汇总","第三方方案商资料","2","1","系统软件开发所666 Home / 知识汇总 / 第三方方案商资料","设计与架构","2017-03-25 15:29:45","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13723700"
"QDPTJSS","系统软件开发所666","13723797","13723699","知识汇总","竞品资料","2","2","系统软件开发所666 Home / 知识汇总 / 竞品资料","其他","2017-03-25 15:29:53","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13723797"
"QDPTJSS","系统软件开发所666","13723798","13723699","知识汇总","Android/JAVA相关资料","2","3","系统软件开发所666 Home / 知识汇总 / Android/JAVA相关资料","其他","2017-03-25 15:29:53","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13723798"
"QDPTJSS","系统软件开发所666","13723852","13723699","知识汇总","业余知识扩展","2","4","系统软件开发所666 Home / 知识汇总 / 业余知识扩展","其他","2017-03-25 15:30:03","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13723852"
"QDPTJSS","系统软件开发所666","13723865","13723699","知识汇总","电视基础知识","2","5","系统软件开发所666 Home / 知识汇总 / 电视基础知识","其他","2017-03-25 15:30:05","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13723865"
"QDPTJSS","系统软件开发所666","13723874","13723699","知识汇总","编译环境配置、调试工具及调试技巧汇总","2","6","系统软件开发所666 Home / 知识汇总 / 编译环境配置、调试工具及调试技巧汇总","其他","2017-03-25 15:30:07","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13723874"
"QDPTJSS","系统软件开发所666","13723913","13723699","知识汇总","OTA and Application self-update","2","7","系统软件开发所666 Home / 知识汇总 / OTA and Application self-update","其他","2017-03-25 15:30:15","冯美美","否","http://dmtks.hisense.com/display/QDPTJSS/OTA+and+Application+self-update"
"QDPTJSS","系统软件开发所666","13723916","13723699","知识汇总","Git/Gerrit","2","8","系统软件开发所666 Home / 知识汇总 / Git/Gerrit","其他","2017-03-25 15:30:16","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13723916"
"QDPTJSS","系统软件开发所666","13723928","13723699","知识汇总","网络通信","2","9","系统软件开发所666 Home / 知识汇总 / 网络通信","其他","2017-03-25 15:30:19","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13723928"
