"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"DZKJDSHWKF","产品线运营中心深圳研发部","13718287","13716874","深圳研发部运作支持 主页","09-通用化管理","2","9","产品线深圳研发中心电视开发所 主页 / 深圳研发部运作支持 主页 / 09-通用化管理","项目管理","2021-09-28 11:13:02","吴利华(William Wu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13718287"
"DZKJDSHWKF","产品线运营中心深圳研发部","68848132","13716874","深圳研发部运作支持 主页","10-内部表扬","2","10","产品线深圳研发中心电视开发所 主页 / 深圳研发部运作支持 主页 / 10-内部表扬","其他","2021-09-28 11:13:17","吴利华(William Wu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=68848132"
"DZKJDSHWKF","产品线运营中心深圳研发部","13718314","13716874","深圳研发部运作支持 主页","11-培训提升","2","11","产品线深圳研发中心电视开发所 主页 / 深圳研发部运作支持 主页 / 11-培训提升","培训与知识","2021-09-28 11:13:39","吴利华(William Wu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=13718314"
"DZKJDSHWKF","产品线运营中心深圳研发部","139074227","13716874","深圳研发部运作支持 主页","12-综合管理","2","12","产品线深圳研发中心电视开发所 主页 / 深圳研发部运作支持 主页 / 12-综合管理","项目管理","2021-09-28 11:54:20","吴利华(William Wu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=139074227"
"DZKJDSHWKF","产品线运营中心深圳研发部","14533685","13716871","产品线深圳研发中心电视开发所 主页","1、通用事项","1","2","产品线深圳研发中心电视开发所 主页 / 1、通用事项","其他","2018-08-20 15:13:57","何灿","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14533685"
"DZKJDSHWKF","产品线运营中心深圳研发部","17175162","14533685","1、通用事项","10、常用工具软件","2","1","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 10、常用工具软件","其他","2018-06-12 21:25:17","未知用户 (xiedaigen)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17175162"
"DZKJDSHWKF","产品线运营中心深圳研发部","29230422","14533685","1、通用事项","11、江门采购分工及联系方式","2","2","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 11、江门采购分工及联系方式","其他","2020-09-10 12:00:21","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=29230422"
"DZKJDSHWKF","产品线运营中心深圳研发部","30507456","14533685","1、通用事项","12、消防安全","2","3","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 12、消防安全","其他","2018-08-27 14:13:32","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=30507456"
"DZKJDSHWKF","产品线运营中心深圳研发部","33064675","14533685","1、通用事项","14、物料解禁流程","2","4","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 14、物料解禁流程","规范与流程","2018-09-30 15:59:41","未知用户 (xiedaigen)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=33064675"
"DZKJDSHWKF","产品线运营中心深圳研发部","44041935","14533685","1、通用事项","15、设计变更流程","2","5","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 15、设计变更流程","设计与架构","2019-03-08 10:09:40","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=44041935"
"DZKJDSHWKF","产品线运营中心深圳研发部","154211220","14533685","1、通用事项","16-1、2022深研工艺联系书编号","2","6","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 16-1、2022深研工艺联系书编号","其他","2022-05-06 18:21:25","彭芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=154211220"
"DZKJDSHWKF","产品线运营中心深圳研发部","50140298","14533685","1、通用事项","16、深研工艺联系书编号","2","7","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 16、深研工艺联系书编号","其他","2021-12-28 10:14:03","彭芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=50140298"
"DZKJDSHWKF","产品线运营中心深圳研发部","72090190","14533685","1、通用事项","18、费用预测","2","8","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 18、费用预测","其他","2019-12-26 15:43:35","吴利华(William Wu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=72090190"
"DZKJDSHWKF","产品线运营中心深圳研发部","15888165","14533685","1、通用事项","19、文件列表","2","9","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 19、文件列表","其他","2018-06-12 19:18:24","未知用户 (xiedaigen)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15888165"
"DZKJDSHWKF","产品线运营中心深圳研发部","14728165","14533685","1、通用事项","1、新员工入职培训","2","10","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 1、新员工入职培训","培训与知识","2019-02-13 17:12:25","未知用户 (xiedaigen)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14728165"
"DZKJDSHWKF","产品线运营中心深圳研发部","14533651","14533685","1、通用事项","20、工作常用流程（通用类，各专业的放在专业下面）","2","11","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 20、工作常用流程（通用类，各专业的放在专业下面）","规范与流程","2021-09-26 16:18:10","吴利华(William Wu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14533651"
"DZKJDSHWKF","产品线运营中心深圳研发部","14728178","14533685","1、通用事项","2、工作兼职情况","2","12","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 2、工作兼职情况","其他","2021-09-28 11:19:51","吴利华(William Wu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14728178"
"DZKJDSHWKF","产品线运营中心深圳研发部","14816796","14533685","1、通用事项","3、固定资产","2","13","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 3、固定资产","其他","2021-09-08 11:00:15","吴利华(William Wu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14816796"
"DZKJDSHWKF","产品线运营中心深圳研发部","14828135","14533685","1、通用事项","4、易耗品情况","2","14","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 4、易耗品情况","其他","2017-11-06 09:26:09","未知用户 (xiedaigen)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14828135"
"DZKJDSHWKF","产品线运营中心深圳研发部","14828617","14533685","1、通用事项","5、电视整机经费","2","15","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 5、电视整机经费","其他","2020-03-17 18:55:24","未知用户 (xiedaigen)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14828617"
"DZKJDSHWKF","产品线运营中心深圳研发部","14842942","14533685","1、通用事项","6、Confluence使用","2","16","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 6、Confluence使用","其他","2017-07-21 14:01:29","未知用户 (xiedaigen)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14842942"
"DZKJDSHWKF","产品线运营中心深圳研发部","15571505","14533685","1、通用事项","7、值日安排表","2","17","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 7、值日安排表","其他","2021-09-08 10:59:26","吴利华(William Wu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15571505"
"DZKJDSHWKF","产品线运营中心深圳研发部","16844909","14533685","1、通用事项","8、日常表单","2","18","产品线深圳研发中心电视开发所 主页 / 1、通用事项 / 8、日常表单","其他","2018-12-12 10:11:57","未知用户 (hushude)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16844909"
"DZKJDSHWKF","产品线运营中心深圳研发部","14533631","13716871","产品线深圳研发中心电视开发所 主页","2、例会纪要","1","3","产品线深圳研发中心电视开发所 主页 / 2、例会纪要","会议与协同","2018-06-12 21:27:11","未知用户 (xiedaigen)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14533631"
"DZKJDSHWKF","产品线运营中心深圳研发部","139069500","14533631","2、例会纪要","例会纪要（old）","2","1","产品线深圳研发中心电视开发所 主页 / 2、例会纪要 / 例会纪要（old）","会议与协同","2021-09-26 15:28:38","吴利华(William Wu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=139069500"
"DZKJDSHWKF","产品线运营中心深圳研发部","151625345","14533631","2、例会纪要","2022年例会","2","2","产品线深圳研发中心电视开发所 主页 / 2、例会纪要 / 2022年例会","会议与协同","2022-01-18 10:09:52","吴利华(William Wu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=151625345"
"DZKJDSHWKF","产品线运营中心深圳研发部","14533659","13716871","产品线深圳研发中心电视开发所 主页","3、电路开发室(杨东)","1","4","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东)","其他","2025-03-29 22:11:12","杨东","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14533659"
"DZKJDSHWKF","产品线运营中心深圳研发部","24676548","14533659","3、电路开发室(杨东)","10、硬件开发室周例会","2","1","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 10、硬件开发室周例会","会议与协同","2024-04-26 10:44:52","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=24676548"
"DZKJDSHWKF","产品线运营中心深圳研发部","69506864","14533659","3、电路开发室(杨东)","11、能力提升","2","2","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 11、能力提升","其他","2019-10-25 08:59:16","丁强","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=69506864"
"DZKJDSHWKF","产品线运营中心深圳研发部","68849421","14533659","3、电路开发室(杨东)","13、新员工入职","2","3","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 13、新员工入职","其他","2019-10-15 20:18:00","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=68849421"
"DZKJDSHWKF","产品线运营中心深圳研发部","70781419","14533659","3、电路开发室(杨东)","14、深研模组电路","2","4","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 14、深研模组电路","其他","2021-08-25 16:11:30","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=70781419"
"DZKJDSHWKF","产品线运营中心深圳研发部","75172977","14533659","3、电路开发室(杨东)","15、硬件开发室经费","2","5","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 15、硬件开发室经费","其他","2020-09-03 09:22:59","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=75172977"
"DZKJDSHWKF","产品线运营中心深圳研发部","87167429","14533659","3、电路开发室(杨东)","16、901实验室/借领机","2","6","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 16、901实验室/借领机","测试与验证","2021-11-16 14:23:10","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=87167429"
"DZKJDSHWKF","产品线运营中心深圳研发部","92941623","14533659","3、电路开发室(杨东)","17、SE策划论证","2","7","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 17、SE策划论证","其他","2026-01-22 15:18:19","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=92941623"
"DZKJDSHWKF","产品线运营中心深圳研发部","116821342","14533659","3、电路开发室(杨东)","18、降本措施导入","2","8","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 18、降本措施导入","问题与复盘","2024-06-12 11:10:53","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=116821342"
"DZKJDSHWKF","产品线运营中心深圳研发部","54855487","14533659","3、电路开发室(杨东)","19、研发认证","2","9","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 19、研发认证","培训与知识","2026-01-29 16:56:38","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=54855487"
"DZKJDSHWKF","产品线运营中心深圳研发部","15566003","14533659","3、电路开发室(杨东)","1、电路经验共享","2","10","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 1、电路经验共享","其他","2025-11-13 16:53:14","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15566003"
"DZKJDSHWKF","产品线运营中心深圳研发部","154939002","14533659","3、电路开发室(杨东)","20、板卡设计","2","11","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 20、板卡设计","设计与架构","2025-02-05 09:43:20","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=154939002"
"DZKJDSHWKF","产品线运营中心深圳研发部","175512733","14533659","3、电路开发室(杨东)","21、创新提案/专利","2","12","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 21、创新提案/专利","其他","2023-03-01 15:11:37","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=175512733"
"DZKJDSHWKF","产品线运营中心深圳研发部","180264712","14533659","3、电路开发室(杨东)","22、采购、订单分工","2","13","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 22、采购、订单分工","其他","2022-11-18 11:14:23","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=180264712"
"DZKJDSHWKF","产品线运营中心深圳研发部","186977681","14533659","3、电路开发室(杨东)","23、质量事件","2","14","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 23、质量事件","数据与质量","2024-07-04 17:50:34","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=186977681"
"DZKJDSHWKF","产品线运营中心深圳研发部","215819780","14533659","3、电路开发室(杨东)","24、物料厂家/联系人","2","15","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 24、物料厂家/联系人","其他","2026-01-04 13:40:41","石绍均","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215819780"
"DZKJDSHWKF","产品线运营中心深圳研发部","32477376","14533659","3、电路开发室(杨东)","2、电路工作规定/雷区","2","16","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 2、电路工作规定/雷区","其他","2025-07-21 10:14:40","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=32477376"
"DZKJDSHWKF","产品线运营中心深圳研发部","33065150","14533659","3、电路开发室(杨东)","3、电路常用表格/流程","2","17","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 3、电路常用表格/流程","规范与流程","2022-04-12 11:49:25","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=33065150"
"DZKJDSHWKF","产品线运营中心深圳研发部","17045732","14533659","3、电路开发室(杨东)","4、画质相关","2","18","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 4、画质相关","其他","2021-06-28 16:08:45","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17045732"
"DZKJDSHWKF","产品线运营中心深圳研发部","65175951","14533659","3、电路开发室(杨东)","5、各市场开发规范和要求","2","19","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 5、各市场开发规范和要求","规范与流程","2024-05-29 19:06:16","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=65175951"
"DZKJDSHWKF","产品线运营中心深圳研发部","40044525","14533659","3、电路开发室(杨东)","6、大客户/ODM项目要求","2","20","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 6、大客户/ODM项目要求","项目管理","2019-08-08 11:59:41","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=40044525"
"DZKJDSHWKF","产品线运营中心深圳研发部","46796968","14533659","3、电路开发室(杨东)","7、板卡/线材/扬声器/组件等物料明细","2","21","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 7、板卡/线材/扬声器/组件等物料明细","其他","2022-08-05 12:09:15","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=46796968"
"DZKJDSHWKF","产品线运营中心深圳研发部","51482197","14533659","3、电路开发室(杨东)","8、订单互检轮值表","2","22","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 8、订单互检轮值表","其他","2026-03-03 17:05:35","刘超杰","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=51482197"
"DZKJDSHWKF","产品线运营中心深圳研发部","98601185","14533659","3、电路开发室(杨东)","9、软件相关注意事项","2","23","产品线深圳研发中心电视开发所 主页 / 3、电路开发室(杨东) / 9、软件相关注意事项","其他","2024-12-30 20:10:18","刘超杰","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=98601185"
"DZKJDSHWKF","产品线运营中心深圳研发部","14726741","13716871","产品线深圳研发中心电视开发所 主页","4、电视结构开发室","1","5","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室","其他","2026-04-21 11:25:09","潘文广","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14726741"
"DZKJDSHWKF","产品线运营中心深圳研发部","221861189","14726741","4、电视结构开发室","10、任职资格实操考试","2","1","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室 / 10、任职资格实操考试","其他","2023-09-21 19:52:32","潘文广","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=221861189"
"DZKJDSHWKF","产品线运营中心深圳研发部","25986490","14726741","4、电视结构开发室","1、部门周报","2","2","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室 / 1、部门周报","其他","2024-04-16 09:47:44","黄颢珣","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=25986490"
"DZKJDSHWKF","产品线运营中心深圳研发部","14722042","14726741","4、电视结构开发室","1、项目/任务","2","3","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室 / 1、项目/任务","项目管理","2020-10-22 10:59:42","杨芳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14722042"
"DZKJDSHWKF","产品线运营中心深圳研发部","15565968","14726741","4、电视结构开发室","2、工作思路","2","4","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室 / 2、工作思路","其他","2023-08-16 09:58:59","杨芳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15565968"
"DZKJDSHWKF","产品线运营中心深圳研发部","15567171","14726741","4、电视结构开发室","2、知识库","2","5","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室 / 2、知识库","其他","2021-03-31 16:13:55","潘文广","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15567171"
"DZKJDSHWKF","产品线运营中心深圳研发部","20188628","14726741","4、电视结构开发室","3、基础工作","2","6","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室 / 3、基础工作","其他","2019-11-29 11:06:21","未知用户 (xiedaigen)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=20188628"
"DZKJDSHWKF","产品线运营中心深圳研发部","19106335","14726741","4、电视结构开发室","4、经验共享及内部培训","2","7","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室 / 4、经验共享及内部培训","培训与知识","2021-03-31 17:54:36","潘文广","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=19106335"
"DZKJDSHWKF","产品线运营中心深圳研发部","17796788","14726741","4、电视结构开发室","5、ODM/OEM委外结构注意事项","2","8","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室 / 5、ODM/OEM委外结构注意事项","其他","2021-05-12 17:54:10","潘文广","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17796788"
"DZKJDSHWKF","产品线运营中心深圳研发部","23430844","14726741","4、电视结构开发室","5、ODM、OEM标准","2","9","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室 / 5、ODM、OEM标准","规范与流程","2018-09-07 10:41:09","未知用户 (xiedaigen)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=23430844"
"DZKJDSHWKF","产品线运营中心深圳研发部","120527544","14726741","4、电视结构开发室","6、流程文件","2","10","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室 / 6、流程文件","规范与流程","2021-07-21 16:25:41","潘文广","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=120527544"
"DZKJDSHWKF","产品线运营中心深圳研发部","203823281","14726741","4、电视结构开发室","7、出差报告","2","11","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室 / 7、出差报告","其他","2023-03-15 16:40:56","潘文广","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=203823281"
"DZKJDSHWKF","产品线运营中心深圳研发部","204755332","14726741","4、电视结构开发室","8、培训资料","2","12","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室 / 8、培训资料","培训与知识","2024-03-12 14:59:09","未知用户 (guolei8)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204755332"
"DZKJDSHWKF","产品线运营中心深圳研发部","94474814","14726741","4、电视结构开发室","9、手板编号","2","13","产品线深圳研发中心电视开发所 主页 / 4、电视结构开发室 / 9、手板编号","其他","2023-09-21 19:51:19","潘文广","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=94474814"
"DZKJDSHWKF","产品线运营中心深圳研发部","14726776","13716871","产品线深圳研发中心电视开发所 主页","5、显示开发室（刘良云）","1","6","产品线深圳研发中心电视开发所 主页 / 5、显示开发室（刘良云）","其他","2021-10-25 09:19:25","刘良云","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14726776"
"DZKJDSHWKF","产品线运营中心深圳研发部","48828704","14726776","5、显示开发室（刘良云）","1、常用模板","2","1","产品线深圳研发中心电视开发所 主页 / 5、显示开发室（刘良云） / 1、常用模板","规范与流程","2020-03-20 14:23:04","刘良云","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=48828704"
"DZKJDSHWKF","产品线运营中心深圳研发部","15567175","14726776","5、显示开发室（刘良云）","2、显示调研报告","2","2","产品线深圳研发中心电视开发所 主页 / 5、显示开发室（刘良云） / 2、显示调研报告","其他","2021-10-25 09:19:12","刘良云","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15567175"
"DZKJDSHWKF","产品线运营中心深圳研发部","15567178","14726776","5、显示开发室（刘良云）","3、模组雷区总结","2","3","产品线深圳研发中心电视开发所 主页 / 5、显示开发室（刘良云） / 3、模组雷区总结","其他","2019-03-13 17:04:25","Kejian Ou/区可坚","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=15567178"
"DZKJDSHWKF","产品线运营中心深圳研发部","14819101","14726776","5、显示开发室（刘良云）","4、模组培训内容","2","4","产品线深圳研发中心电视开发所 主页 / 5、显示开发室（刘良云） / 4、模组培训内容","培训与知识","2023-06-26 11:23:21","王德金","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14819101"
"DZKJDSHWKF","产品线运营中心深圳研发部","29852134","13716871","产品线深圳研发中心电视开发所 主页","6、质量改善","1","7","产品线深圳研发中心电视开发所 主页 / 6、质量改善","数据与质量","2021-09-26 16:19:29","吴利华(William Wu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=29852134"
"DZKJDSHWKF","产品线运营中心深圳研发部","29852139","29852134","6、质量改善","1、质量改善措施跟进","2","1","产品线深圳研发中心电视开发所 主页 / 6、质量改善 / 1、质量改善措施跟进","问题与复盘","2018-10-30 16:11:04","陈军","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=29852139"
"DZKJDSHWKF","产品线运营中心深圳研发部","154928103","29852134","6、质量改善","2、质量事件“四不放过”汇总","2","2","产品线深圳研发中心电视开发所 主页 / 6、质量改善 / 2、质量事件“四不放过”汇总","数据与质量","2022-02-23 18:56:07","曹波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=154928103"
"DZKJDSHWKF","产品线运营中心深圳研发部","168922461","29852134","6、质量改善","3、江门试制问题跟进及反馈","2","3","产品线深圳研发中心电视开发所 主页 / 6、质量改善 / 3、江门试制问题跟进及反馈","问题与复盘","2022-06-20 19:42:38","吴利华(William Wu)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=168922461"
"DZKJDSHWKF","产品线运营中心深圳研发部","14836446","29852134","6、质量改善","4、质量案例宣贯","2","4","产品线深圳研发中心电视开发所 主页 / 6、质量改善 / 4、质量案例宣贯","数据与质量","2019-01-17 09:44:29","未知用户 (xiedaigen)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14836446"
"DZKJDSHWKF","产品线运营中心深圳研发部","14533662","13716871","产品线深圳研发中心电视开发所 主页","7、培训提升","1","8","产品线深圳研发中心电视开发所 主页 / 7、培训提升","培训与知识","2023-09-22 10:36:55","杨芳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14533662"
"DZKJDSHWKF","产品线运营中心深圳研发部","217349100","14533662","7、培训提升","培训记录--小礼品发放人员","2","1","产品线深圳研发中心电视开发所 主页 / 7、培训提升 / 培训记录--小礼品发放人员","培训与知识","2023-07-14 15:25:47","彭芬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=217349100"
