"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"YFZXJSSL","视像科技研发中心技术沙龙","19105669","16845958","2018年","第18期 monkey源码分析及应用介绍","2","9","视像科技研发中心技术沙龙 主页 / 2018年 / 第18期 monkey源码分析及应用介绍","问题与复盘","2018-04-25 11:46:51","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=19105669"
"YFZXJSSL","视像科技研发中心技术沙龙","19105673","16845958","2018年","第19期 手机陶瓷后盖应用","2","10","视像科技研发中心技术沙龙 主页 / 2018年 / 第19期 手机陶瓷后盖应用","其他","2018-04-25 11:51:55","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=19105673"
"YFZXJSSL","视像科技研发中心技术沙龙","16845968","16845958","2018年","第1期 主题：用户洞察驱动产品创新","2","11","视像科技研发中心技术沙龙 主页 / 2018年 / 第1期 主题：用户洞察驱动产品创新","其他","2018-01-03 14:12:25","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16845968"
"YFZXJSSL","视像科技研发中心技术沙龙","19106211","16845958","2018年","第20期 网络机顶盒WIFI性能提升交流","2","12","视像科技研发中心技术沙龙 主页 / 2018年 / 第20期 网络机顶盒WIFI性能提升交流","其他","2018-04-26 09:18:25","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=19106211"
"YFZXJSSL","视像科技研发中心技术沙龙","19107181","16845958","2018年","第21期 NetTV规范知识","2","13","视像科技研发中心技术沙龙 主页 / 2018年 / 第21期 NetTV规范知识","规范与流程","2018-04-27 09:59:07","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=19107181"
"YFZXJSSL","视像科技研发中心技术沙龙","19107189","16845958","2018年","第22期 运营商网络部署趋势及产品建议","2","14","视像科技研发中心技术沙龙 主页 / 2018年 / 第22期 运营商网络部署趋势及产品建议","其他","2018-04-27 10:00:25","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=19107189"
"YFZXJSSL","视像科技研发中心技术沙龙","19107192","16845958","2018年","第23期 iPhone结构组装优缺点探讨","2","15","视像科技研发中心技术沙龙 主页 / 2018年 / 第23期 iPhone结构组装优缺点探讨","其他","2018-04-27 10:01:37","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=19107192"
"YFZXJSSL","视像科技研发中心技术沙龙","20187999","16845958","2018年","第24期 3D复合板电池盖工艺及项目应用问题","2","16","视像科技研发中心技术沙龙 主页 / 2018年 / 第24期 3D复合板电池盖工艺及项目应用问题","二维三维与图形模型","2018-05-10 12:03:26","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=20187999"
"YFZXJSSL","视像科技研发中心技术沙龙","20810173","16845958","2018年","第25期 对应高标准跌落测试标准的结构设计方案及解决措施","2","17","视像科技研发中心技术沙龙 主页 / 2018年 / 第25期 对应高标准跌落测试标准的结构设计方案及解决措施","设计与架构","2018-05-17 09:40:51","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=20810173"
"YFZXJSSL","视像科技研发中心技术沙龙","20810176","16845958","2018年","第26期 精密装配与胶水技术交流","2","18","视像科技研发中心技术沙龙 主页 / 2018年 / 第26期 精密装配与胶水技术交流","其他","2018-05-17 09:41:43","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=20810176"
"YFZXJSSL","视像科技研发中心技术沙龙","20811036","16845958","2018年","第27期 EMC-手机相关测试解读及解决办法","2","19","视像科技研发中心技术沙龙 主页 / 2018年 / 第27期 EMC-手机相关测试解读及解决办法","测试与验证","2018-05-18 09:35:26","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=20811036"
"YFZXJSSL","视像科技研发中心技术沙龙","21431244","16845958","2018年","第28期 研发驻外支持工作收获分享","2","20","视像科技研发中心技术沙龙 主页 / 2018年 / 第28期 研发驻外支持工作收获分享","其他","2018-05-22 09:51:55","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=21431244"
"YFZXJSSL","视像科技研发中心技术沙龙","21432302","16845958","2018年","第29期 IPON光接入技术交流","2","21","视像科技研发中心技术沙龙 主页 / 2018年 / 第29期 IPON光接入技术交流","其他","2018-06-14 15:53:35","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=21432302"
"YFZXJSSL","视像科技研发中心技术沙龙","16846761","16845958","2018年","第2期 主题：Micro LED","2","22","视像科技研发中心技术沙龙 主页 / 2018年 / 第2期 主题：Micro LED","其他","2018-01-04 13:56:37","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16846761"
"YFZXJSSL","视像科技研发中心技术沙龙","21432307","16845958","2018年","第30期 手机地磁传感器技术交流","2","23","视像科技研发中心技术沙龙 主页 / 2018年 / 第30期 手机地磁传感器技术交流","其他","2018-05-24 09:15:50","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=21432307"
"YFZXJSSL","视像科技研发中心技术沙龙","22054356","16845958","2018年","第31期 广电业务的全IP解决方案","2","24","视像科技研发中心技术沙龙 主页 / 2018年 / 第31期 广电业务的全IP解决方案","设计与架构","2018-05-30 11:58:26","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=22054356"
"YFZXJSSL","视像科技研发中心技术沙龙","22055017","16845958","2018年","第32期 Zigbee网关技术交流","2","25","视像科技研发中心技术沙龙 主页 / 2018年 / 第32期 Zigbee网关技术交流","其他","2018-05-31 10:19:45","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=22055017"
"YFZXJSSL","视像科技研发中心技术沙龙","22055302","16845958","2018年","第33期 电磁兼容技术交流","2","26","视像科技研发中心技术沙龙 主页 / 2018年 / 第33期 电磁兼容技术交流","其他","2018-05-31 16:24:35","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=22055302"
"YFZXJSSL","视像科技研发中心技术沙龙","23431064","16845958","2018年","第34期 手机制造技术自动化展参展出差总结","2","27","视像科技研发中心技术沙龙 主页 / 2018年 / 第34期 手机制造技术自动化展参展出差总结","其他","2018-06-13 09:00:11","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=23431064"
"YFZXJSSL","视像科技研发中心技术沙龙","24675293","16845958","2018年","第35期 Cozy介绍","2","28","视像科技研发中心技术沙龙 主页 / 2018年 / 第35期 Cozy介绍","其他","2018-06-26 10:33:36","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=24675293"
"YFZXJSSL","视像科技研发中心技术沙龙","24677084","16845958","2018年","第36期 技术写作-产品用户体验的新蓝海","2","29","视像科技研发中心技术沙龙 主页 / 2018年 / 第36期 技术写作-产品用户体验的新蓝海","其他","2018-06-28 10:02:42","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=24677084"
"YFZXJSSL","视像科技研发中心技术沙龙","24677093","16845958","2018年","第37期 Camera技术交流","2","30","视像科技研发中心技术沙龙 主页 / 2018年 / 第37期 Camera技术交流","其他","2018-06-28 10:06:41","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=24677093"
"YFZXJSSL","视像科技研发中心技术沙龙","24677098","16845958","2018年","第38期 智能音箱远场拾音技术交流","2","31","视像科技研发中心技术沙龙 主页 / 2018年 / 第38期 智能音箱远场拾音技术交流","其他","2018-06-28 10:06:25","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=24677098"
"YFZXJSSL","视像科技研发中心技术沙龙","24678784","16845958","2018年","第39期 TCP分析-手机射频方案对比","2","32","视像科技研发中心技术沙龙 主页 / 2018年 / 第39期 TCP分析-手机射频方案对比","设计与架构","2018-06-29 15:40:33","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=24678784"
"YFZXJSSL","视像科技研发中心技术沙龙","16860678","16845958","2018年","第3期 主题：OTA测试技术交流","2","33","视像科技研发中心技术沙龙 主页 / 2018年 / 第3期 主题：OTA测试技术交流","测试与验证","2018-01-25 13:25:34","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16860678"
"YFZXJSSL","视像科技研发中心技术沙龙","25987702","16845958","2018年","第40期 简明英语在技术写作中的应用","2","34","视像科技研发中心技术沙龙 主页 / 2018年 / 第40期 简明英语在技术写作中的应用","其他","2018-07-12 14:11:00","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=25987702"
"YFZXJSSL","视像科技研发中心技术沙龙","26676007","16845958","2018年","第41期 OPPO R15/VIVO X21 拆机报告","2","35","视像科技研发中心技术沙龙 主页 / 2018年 / 第41期 OPPO R15/VIVO X21 拆机报告","其他","2018-07-17 11:58:47","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=26676007"
"YFZXJSSL","视像科技研发中心技术沙龙","26677650","16845958","2018年","第42期 基于GStreamer   + MQTT的多播放器同步方案","2","36","视像科技研发中心技术沙龙 主页 / 2018年 / 第42期 基于GStreamer   + MQTT的多播放器同步方案","设计与架构","2018-07-19 16:43:34","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=26677650"
"YFZXJSSL","视像科技研发中心技术沙龙","27329577","16845958","2018年","第43期 在线老化技术交流","2","37","视像科技研发中心技术沙龙 主页 / 2018年 / 第43期 在线老化技术交流","其他","2018-07-24 11:37:26","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=27329577"
"YFZXJSSL","视像科技研发中心技术沙龙","27330360","16845958","2018年","第44期 2018年HEAD acoustics电信行业音频测试研讨会资料分享，及智能家居设备的音频测试","2","38","视像科技研发中心技术沙龙 主页 / 2018年 / 第44期 2018年HEAD acoustics电信行业音频测试研讨会资料分享，及智能家居设备的音频测试","测试与验证","2018-07-25 14:01:50","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=27330360"
"YFZXJSSL","视像科技研发中心技术沙龙","27919458","16845958","2018年","第45期 深圳工装厂家考察新技术讨论","2","39","视像科技研发中心技术沙龙 主页 / 2018年 / 第45期 深圳工装厂家考察新技术讨论","其他","2018-07-31 10:32:46","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=27919458"
"YFZXJSSL","视像科技研发中心技术沙龙","27920867","16845958","2018年","第46期 扬声器密封可靠性提升","2","40","视像科技研发中心技术沙龙 主页 / 2018年 / 第46期 扬声器密封可靠性提升","其他","2018-08-02 10:56:41","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=27920867"
"YFZXJSSL","视像科技研发中心技术沙龙","41978520","146968877","视像科技研发中心技术沙龙 主页","2019年","1","2","视像科技研发中心技术沙龙 主页 / 2019年","其他","2019-01-04 10:43:21","未知用户 (sunliping1)","是","http://dmtks.hisense.com/pages/viewpage.action?pageId=41978520"
"YFZXJSSL","视像科技研发中心技术沙龙","68850984","41978520","2019年","第100期 智能标签 万物互联 标签产品知识分享","2","1","视像科技研发中心技术沙龙 主页 / 2019年 / 第100期 智能标签 万物互联 标签产品知识分享","其他","2019-10-17 11:10:08","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=68850984"
"YFZXJSSL","视像科技研发中心技术沙龙","69504448","41978520","2019年","第101期 方舟编译器和鸿蒙操作系统介绍以及OPPO   HyperBoost技术介绍","2","2","视像科技研发中心技术沙龙 主页 / 2019年 / 第101期 方舟编译器和鸿蒙操作系统介绍以及OPPO   HyperBoost技术介绍","其他","2019-10-23 13:05:40","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=69504448"
"YFZXJSSL","视像科技研发中心技术沙龙","69504451","41978520","2019年","第102期 极限空间下的架构技术研究（一）","2","3","视像科技研发中心技术沙龙 主页 / 2019年 / 第102期 极限空间下的架构技术研究（一）","设计与架构","2019-10-23 13:06:53","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=69504451"
"YFZXJSSL","视像科技研发中心技术沙龙","69505628","41978520","2019年","第103期 2019上海工博会分享会","2","4","视像科技研发中心技术沙龙 主页 / 2019年 / 第103期 2019上海工博会分享会","其他","2019-10-24 10:41:27","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=69505628"
"YFZXJSSL","视像科技研发中心技术沙龙","69505633","41978520","2019年","第104期 知识图谱简介及2019中文知识图谱会议总结","2","5","视像科技研发中心技术沙龙 主页 / 2019年 / 第104期 知识图谱简介及2019中文知识图谱会议总结","会议与协同","2019-10-24 10:43:05","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=69505633"
"YFZXJSSL","视像科技研发中心技术沙龙","69505638","41978520","2019年","第105期 石墨及石墨烯高导膜特性及其应用简介","2","6","视像科技研发中心技术沙龙 主页 / 2019年 / 第105期 石墨及石墨烯高导膜特性及其应用简介","其他","2019-10-24 10:43:50","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=69505638"
"YFZXJSSL","视像科技研发中心技术沙龙","69505641","41978520","2019年","第106期 RaspberryPi介绍及测试应用","2","7","视像科技研发中心技术沙龙 主页 / 2019年 / 第106期 RaspberryPi介绍及测试应用","测试与验证","2019-10-24 10:44:42","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=69505641"
"YFZXJSSL","视像科技研发中心技术沙龙","69505853","41978520","2019年","第107期 电商包装和华为、TCL包装介绍","2","8","视像科技研发中心技术沙龙 主页 / 2019年 / 第107期 电商包装和华为、TCL包装介绍","其他","2019-10-24 14:05:29","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=69505853"
"YFZXJSSL","视像科技研发中心技术沙龙","70158849","41978520","2019年","第108期 近期TCP射频相关汇总分析及分享","2","9","视像科技研发中心技术沙龙 主页 / 2019年 / 第108期 近期TCP射频相关汇总分析及分享","问题与复盘","2019-10-29 14:03:28","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=70158849"
"YFZXJSSL","视像科技研发中心技术沙龙","70160309","41978520","2019年","第109期 社交电视硬件架构","2","10","视像科技研发中心技术沙龙 主页 / 2019年 / 第109期 社交电视硬件架构","设计与架构","2019-10-30 13:41:28","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=70160309"
"YFZXJSSL","视像科技研发中心技术沙龙","46796006","41978520","2019年","第10期 基于海外电视UI3.0的图像采集自动化工具","2","11","视像科技研发中心技术沙龙 主页 / 2019年 / 第10期 基于海外电视UI3.0的图像采集自动化工具","其他","2019-02-21 09:20:11","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=46796006"
"YFZXJSSL","视像科技研发中心技术沙龙","70160315","41978520","2019年","第110期 软件设计模块化思想；MySQL数据库优化","2","12","视像科技研发中心技术沙龙 主页 / 2019年 / 第110期 软件设计模块化思想；MySQL数据库优化","设计与架构","2019-10-30 13:43:08","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=70160315"
"YFZXJSSL","视像科技研发中心技术沙龙","70782463","41978520","2019年","第111期 2019曼谷安卓合作者峰会材料分享","2","13","视像科技研发中心技术沙龙 主页 / 2019年 / 第111期 2019曼谷安卓合作者峰会材料分享","其他","2019-11-06 13:51:00","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=70782463"
"YFZXJSSL","视像科技研发中心技术沙龙","71403913","41978520","2019年","第112期 生命特征传感器简介","2","14","视像科技研发中心技术沙龙 主页 / 2019年 / 第112期 生命特征传感器简介","其他","2019-11-12 10:01:50","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=71403913"
"YFZXJSSL","视像科技研发中心技术沙龙","71406411","41978520","2019年","第113期 手机差异化设计技术交流","2","15","视像科技研发中心技术沙龙 主页 / 2019年 / 第113期 手机差异化设计技术交流","设计与架构","2019-11-13 15:26:24","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=71406411"
"YFZXJSSL","视像科技研发中心技术沙龙","71407333","41978520","2019年","第114期 IQOO-5G拆机分析","2","16","视像科技研发中心技术沙龙 主页 / 2019年 / 第114期 IQOO-5G拆机分析","问题与复盘","2019-11-14 09:45:24","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=71407333"
"YFZXJSSL","视像科技研发中心技术沙龙","72093246","41978520","2019年","第115期 海信音响产品介绍及关键要素","2","17","视像科技研发中心技术沙龙 主页 / 2019年 / 第115期 海信音响产品介绍及关键要素","其他","2019-11-20 10:58:06","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=72093246"
"YFZXJSSL","视像科技研发中心技术沙龙","72094140","41978520","2019年","第116期 图像语义分割技术应用研究","2","18","视像科技研发中心技术沙龙 主页 / 2019年 / 第116期 图像语义分割技术应用研究","其他","2019-11-21 09:42:39","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=72094140"
"YFZXJSSL","视像科技研发中心技术沙龙","73335464","41978520","2019年","第117期 第七届电声技术国际研讨会交流","2","19","视像科技研发中心技术沙龙 主页 / 2019年 / 第117期 第七届电声技术国际研讨会交流","其他","2019-12-02 10:08:36","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=73335464"
"YFZXJSSL","视像科技研发中心技术沙龙","73338442","41978520","2019年","第118期 纳米疏水镀膜应用及介绍","2","20","视像科技研发中心技术沙龙 主页 / 2019年 / 第118期 纳米疏水镀膜应用及介绍","其他","2019-11-28 11:34:35","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=73338442"
"YFZXJSSL","视像科技研发中心技术沙龙","73339091","41978520","2019年","第119期 电视智能化现状及展望探讨","2","21","视像科技研发中心技术沙龙 主页 / 2019年 / 第119期 电视智能化现状及展望探讨","其他","2019-11-28 17:40:29","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=73339091"
"YFZXJSSL","视像科技研发中心技术沙龙","47483516","41978520","2019年","第11期 以用户为中心的泛术语服务","2","22","视像科技研发中心技术沙龙 主页 / 2019年 / 第11期 以用户为中心的泛术语服务","其他","2019-02-27 09:57:24","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=47483516"
"YFZXJSSL","视像科技研发中心技术沙龙","73894584","41978520","2019年","第120期 仿真分析阶段性报告","2","23","视像科技研发中心技术沙龙 主页 / 2019年 / 第120期 仿真分析阶段性报告","问题与复盘","2019-12-03 15:50:31","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=73894584"
"YFZXJSSL","视像科技研发中心技术沙龙","74520987","41978520","2019年","第121期 金属机壳镭雕技术","2","24","视像科技研发中心技术沙龙 主页 / 2019年 / 第121期 金属机壳镭雕技术","其他","2019-12-13 12:33:52","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=74520987"
"YFZXJSSL","视像科技研发中心技术沙龙","75171630","41978520","2019年","第122期 2019上海微波与天线技术展会分享","2","25","视像科技研发中心技术沙龙 主页 / 2019年 / 第122期 2019上海微波与天线技术展会分享","其他","2019-12-17 09:11:01","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=75171630"
"YFZXJSSL","视像科技研发中心技术沙龙","75862698","41978520","2019年","第123期 物联网与智慧物流介绍","2","26","视像科技研发中心技术沙龙 主页 / 2019年 / 第123期 物联网与智慧物流介绍","其他","2019-12-25 17:37:03","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=75862698"
"YFZXJSSL","视像科技研发中心技术沙龙","75862704","41978520","2019年","第124期 Android AudioEffect 音效框架介绍与实现","2","27","视像科技研发中心技术沙龙 主页 / 2019年 / 第124期 Android AudioEffect 音效框架介绍与实现","其他","2019-12-25 17:37:51","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=75862704"
"YFZXJSSL","视像科技研发中心技术沙龙","75864318","41978520","2019年","第125期 红外遥控协议原理及模拟方案","2","28","视像科技研发中心技术沙龙 主页 / 2019年 / 第125期 红外遥控协议原理及模拟方案","设计与架构","2019-12-27 10:17:40","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=75864318"
"YFZXJSSL","视像科技研发中心技术沙龙","76448496","41978520","2019年","第126期 2019亚洲国际标签印刷展技术分享","2","29","视像科技研发中心技术沙龙 主页 / 2019年 / 第126期 2019亚洲国际标签印刷展技术分享","其他","2019-12-30 14:07:58","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=76448496"
"YFZXJSSL","视像科技研发中心技术沙龙","76448499","41978520","2019年","第127期 华为荣耀平板M5竞品分析","2","30","视像科技研发中心技术沙龙 主页 / 2019年 / 第127期 华为荣耀平板M5竞品分析","问题与复盘","2019-12-30 14:08:40","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=76448499"
"YFZXJSSL","视像科技研发中心技术沙龙","76448617","41978520","2019年","第128期 超高频电源技术研究","2","31","视像科技研发中心技术沙龙 主页 / 2019年 / 第128期 超高频电源技术研究","其他","2019-12-30 15:26:35","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=76448617"
"YFZXJSSL","视像科技研发中心技术沙龙","76449889","41978520","2019年","第129期 2019年中国技术传播论坛分享","2","32","视像科技研发中心技术沙龙 主页 / 2019年 / 第129期 2019年中国技术传播论坛分享","其他","2019-12-31 11:20:10","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=76449889"
"YFZXJSSL","视像科技研发中心技术沙龙","47483594","41978520","2019年","第12期 CAE在手机结构设计开发流程中的应用","2","33","视像科技研发中心技术沙龙 主页 / 2019年 / 第12期 CAE在手机结构设计开发流程中的应用","设计与架构","2019-02-27 10:45:56","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=47483594"
"YFZXJSSL","视像科技研发中心技术沙龙","47484935","41978520","2019年","第13期 3D玻璃热弯加工与新技术","2","34","视像科技研发中心技术沙龙 主页 / 2019年 / 第13期 3D玻璃热弯加工与新技术","二维三维与图形模型","2019-02-28 10:27:13","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=47484935"
"YFZXJSSL","视像科技研发中心技术沙龙","47484945","41978520","2019年","第14期 智能物联网设备测试交流","2","35","视像科技研发中心技术沙龙 主页 / 2019年 / 第14期 智能物联网设备测试交流","测试与验证","2019-02-28 10:28:53","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=47484945"
"YFZXJSSL","视像科技研发中心技术沙龙","48829378","41978520","2019年","第15期 国内电信设备进网认证政策及资料变化介绍","2","36","视像科技研发中心技术沙龙 主页 / 2019年 / 第15期 国内电信设备进网认证政策及资料变化介绍","培训与知识","2019-03-14 10:27:07","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=48829378"
"YFZXJSSL","视像科技研发中心技术沙龙","50135461","41978520","2019年","第16期 AWE产品竞争力分析","2","37","视像科技研发中心技术沙龙 主页 / 2019年 / 第16期 AWE产品竞争力分析","问题与复盘","2019-03-25 11:39:18","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=50135461"
"YFZXJSSL","视像科技研发中心技术沙龙","50138004","41978520","2019年","第17期 压铸工艺与相关结构件介绍","2","38","视像科技研发中心技术沙龙 主页 / 2019年 / 第17期 压铸工艺与相关结构件介绍","其他","2019-03-27 15:34:17","未知用户 (sunliping1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=50138004"
