"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"ZYJCKC","专业基础课程","56232865","56232856","2 专业类","3 硬件研发部","2","3","专业基础课程 / 2 专业类 / 3 硬件研发部","培训与知识","2019-11-11 14:25:37","未知用户 (zhanglili3)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=56232865"
"ZYJCKC","专业基础课程","56232867","56232856","2 专业类","4 结构设计部","2","4","专业基础课程 / 2 专业类 / 4 结构设计部","设计与架构","2020-06-02 10:58:44","未知用户 (wangna8)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=56232867"
"ZYJCKC","专业基础课程","56232870","56232856","2 专业类","5 研发测试部","2","5","专业基础课程 / 2 专业类 / 5 研发测试部","测试与验证","2019-05-29 16:52:43","王艳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=56232870"
"ZYJCKC","专业基础课程","56232872","56232856","2 专业类","6 显示研发部","2","6","专业基础课程 / 2 专业类 / 6 显示研发部","培训与知识","2022-05-31 11:33:21","李富琳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=56232872"
"ZYJCKC","专业基础课程","56232875","56232856","2 专业类","7 工艺设计部","2","7","专业基础课程 / 2 专业类 / 7 工艺设计部","设计与架构","2019-05-29 16:53:26","王艳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=56232875"
"ZYJCKC","专业基础课程","56232890","56232856","2 专业类","8 深圳研发中心","2","8","专业基础课程 / 2 专业类 / 8 深圳研发中心","培训与知识","2019-06-04 18:39:56","杨芳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=56232890"
"ZYJCKC","专业基础课程","56232893","56232856","2 专业类","9 武汉研发中心","2","9","专业基础课程 / 2 专业类 / 9 武汉研发中心","培训与知识","2019-05-29 17:02:01","王艳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=56232893"
"ZYJCKC","专业基础课程","158781295","56232856","2 专业类","10 LED显示产品线运营中心","2","10","专业基础课程 / 2 专业类 / 10 LED显示产品线运营中心","培训与知识","2022-04-02 10:39:13","李阳","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=158781295"
"ZYJCKC","专业基础课程","287595490","56232856","2 专业类","11.订单推进管理2025","2","11","专业基础课程 / 2 专业类 / 11.订单推进管理2025","培训与知识","2025-01-20 20:55:22","何栋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=287595490"
"ZYJCKC","专业基础课程","54103906","54103905","专业基础课程","立刻开始","1","4","专业基础课程 / 立刻开始","培训与知识","2019-05-09 09:34:25","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=54103906"
"ZYJCKC","专业基础课程","54103907","54103906","立刻开始","制作一个模板","2","1","专业基础课程 / 立刻开始 / 制作一个模板","规范与流程","2019-05-09 09:34:25","冯美美","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=54103907"
"ZYJCKC","专业基础课程","162399718","54103905","专业基础课程","NT68873","1","5","专业基础课程 / NT68873","培训与知识","2022-04-24 14:05:07","韩铎","否","http://dmtks.hisense.com/display/ZYJCKC/NT68873"
"ZYJCKC","专业基础课程","289937713","54103905","专业基础课程","产业技术资源分析","1","6","专业基础课程 / 产业技术资源分析","问题与复盘","2025-02-13 16:42:32","王希贵","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=289937713"
"ZYJCKC","专业基础课程","295862852","54103905","专业基础课程","测试","1","7","专业基础课程 / 测试","测试与验证","2025-03-18 17:48:59","何冬冬","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=295862852"
