"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"SYSHARE","深研公共分享","143426172","143426162","10.深研综管相关制度流程","（2）校招新员工导师沟通（2021年）","2","3","深圳研发中心服务平台 / 10.深研综管相关制度流程 / （2）校招新员工导师沟通（2021年）","规范与流程","2023-04-26 17:50:19","未知用户 (liluman)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=143426172"
"SYSHARE","深研公共分享","164072117","143426162","10.深研综管相关制度流程","（3）校招新员工导师沟通（2022年）","2","4","深圳研发中心服务平台 / 10.深研综管相关制度流程 / （3）校招新员工导师沟通（2022年）","规范与流程","2023-04-26 17:50:31","未知用户 (liluman)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164072117"
"SYSHARE","深研公共分享","210731201","143426162","10.深研综管相关制度流程","（4）校招新员工导师沟通（2023年）","2","5","深圳研发中心服务平台 / 10.深研综管相关制度流程 / （4）校招新员工导师沟通（2023年）","规范与流程","2024-05-06 20:47:04","李海浩","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=210731201"
"SYSHARE","深研公共分享","167330482","24052361","深圳研发中心服务平台","12.基层管理者培训","1","3","深圳研发中心服务平台 / 12.基层管理者培训","培训与知识","2022-06-10 16:56:19","尹霞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=167330482"
"SYSHARE","深研公共分享","167330595","167330482","12.基层管理者培训","2022年新晋升室主任90天转身计划","2","1","深圳研发中心服务平台 / 12.基层管理者培训 / 2022年新晋升室主任90天转身计划","版本与计划","2022-06-10 17:13:42","尹霞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=167330595"
"SYSHARE","深研公共分享","167330597","167330482","12.基层管理者培训","2022年深研学习行动小组计划","2","2","深圳研发中心服务平台 / 12.基层管理者培训 / 2022年深研学习行动小组计划","版本与计划","2022-06-10 17:13:59","尹霞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=167330597"
"SYSHARE","深研公共分享","209094834","167330482","12.基层管理者培训","2023年深研管理提升项目","2","3","深圳研发中心服务平台 / 12.基层管理者培训 / 2023年深研管理提升项目","培训与知识","2023-04-17 15:45:08","未知用户 (liluman)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=209094834"
"SYSHARE","深研公共分享","204744107","24052361","深圳研发中心服务平台","13.任职资格公示专区","1","4","深圳研发中心服务平台 / 13.任职资格公示专区","其他","2023-03-22 10:48:10","尹霞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204744107"
"SYSHARE","深研公共分享","204744134","204744107","13.任职资格公示专区","2020年度任职资格公示区","2","1","深圳研发中心服务平台 / 13.任职资格公示专区 / 2020年度任职资格公示区","其他","2023-08-30 16:02:03","尹霞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204744134"
"SYSHARE","深研公共分享","204744190","204744107","13.任职资格公示专区","2021年度任职资格公示区","2","2","深圳研发中心服务平台 / 13.任职资格公示专区 / 2021年度任职资格公示区","其他","2023-08-30 16:07:08","尹霞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204744190"
"SYSHARE","深研公共分享","204744201","204744107","13.任职资格公示专区","2023上半年任职资格公示专区","2","3","深圳研发中心服务平台 / 13.任职资格公示专区 / 2023上半年任职资格公示专区","其他","2023-08-29 18:57:18","尹霞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=204744201"
"SYSHARE","深研公共分享","220341056","204744107","13.任职资格公示专区","2023年下半年全员任职资格认证公示区","2","4","深圳研发中心服务平台 / 13.任职资格公示专区 / 2023年下半年全员任职资格认证公示区","培训与知识","2023-11-02 19:43:04","汪超","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=220341056"
"SYSHARE","深研公共分享","220343380","204744107","13.任职资格公示专区","任职资格ppt范例","2","5","深圳研发中心服务平台 / 13.任职资格公示专区 / 任职资格ppt范例","其他","2023-08-30 15:51:41","尹霞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=220343380"
"SYSHARE","深研公共分享","231856872","24052361","深圳研发中心服务平台","14.流程文化建设","1","5","深圳研发中心服务平台 / 14.流程文化建设","规范与流程","2024-03-25 15:29:13","尹霞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=231856872"
"SYSHARE","深研公共分享","231856879","231856872","14.流程文化建设","一、案例宣贯","2","1","深圳研发中心服务平台 / 14.流程文化建设 / 一、案例宣贯","规范与流程","2024-03-25 15:29:48","尹霞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=231856879"
"SYSHARE","深研公共分享","234518879","231856872","14.流程文化建设","二、SQA","2","2","深圳研发中心服务平台 / 14.流程文化建设 / 二、SQA","测试与验证","2024-04-26 13:52:58","吴国柱","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=234518879"
"SYSHARE","深研公共分享","232603050","24052361","深圳研发中心服务平台","15-深圳研发中心服务文档","1","6","深圳研发中心服务平台 / 15-深圳研发中心服务文档","规范与流程","2024-04-09 15:54:01","未知用户 (liluman)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=232603050"
"SYSHARE","深研公共分享","232603059","232603050","15-深圳研发中心服务文档","A-综管服务内容和分工","2","1","深圳研发中心服务平台 / 15-深圳研发中心服务文档 / A-综管服务内容和分工","规范与流程","2024-05-21 15:21:35","未知用户 (liluman)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=232603059"
"SYSHARE","深研公共分享","233000817","232603050","15-深圳研发中心服务文档","B-人资板块","2","2","深圳研发中心服务平台 / 15-深圳研发中心服务文档 / B-人资板块","规范与流程","2024-04-19 10:46:13","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=233000817"
"SYSHARE","深研公共分享","233000831","232603050","15-深圳研发中心服务文档","C-人事共享","2","3","深圳研发中心服务平台 / 15-深圳研发中心服务文档 / C-人事共享","规范与流程","2024-04-19 10:47:27","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=233000831"
"SYSHARE","深研公共分享","233000838","232603050","15-深圳研发中心服务文档","D-财务板块","2","4","深圳研发中心服务平台 / 15-深圳研发中心服务文档 / D-财务板块","规范与流程","2024-04-19 10:47:50","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=233000838"
"SYSHARE","深研公共分享","233000680","232603050","15-深圳研发中心服务文档","E-行政板块","2","5","深圳研发中心服务平台 / 15-深圳研发中心服务文档 / E-行政板块","规范与流程","2024-04-19 18:03:00","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=233000680"
"SYSHARE","深研公共分享","224674882","24052361","深圳研发中心服务平台","2.技术分享与创新活动","1","7","深圳研发中心服务平台 / 2.技术分享与创新活动","其他","2026-01-26 16:34:41","曾杰","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=224674882"
"SYSHARE","深研公共分享","231838447","224674882","2.技术分享与创新活动","“大模型、Agent技术”AI主题专项微提案征集 头脑风暴 20240320","2","1","深圳研发中心服务平台 / 2.技术分享与创新活动 / “大模型、Agent技术”AI主题专项微提案征集 头脑风暴 20240320","二维三维与图形模型","2024-05-07 13:48:08","彭明建","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=231838447"
"SYSHARE","深研公共分享","355568868","224674882","2.技术分享与创新活动","技术情报线索提供","2","2","深圳研发中心服务平台 / 2.技术分享与创新活动 / 技术情报线索提供","其他","2026-01-26 16:20:08","曾杰","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=355568868"
"SYSHARE","深研公共分享","109281723","224674882","2.技术分享与创新活动","技术沙龙进行步骤","2","3","深圳研发中心服务平台 / 2.技术分享与创新活动 / 技术沙龙进行步骤","其他","2026-01-26 19:14:03","朱登宇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=109281723"
"SYSHARE","深研公共分享","326685651","224674882","2.技术分享与创新活动","提案创新活动材料登记","2","4","深圳研发中心服务平台 / 2.技术分享与创新活动 / 提案创新活动材料登记","其他","2026-01-04 10:05:27","朱登宇","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=326685651"
"SYSHARE","深研公共分享","289958248","24052361","深圳研发中心服务平台","3. 数字化转型与AI智能化专题","1","8","深圳研发中心服务平台 / 3. 数字化转型与AI智能化专题","其他","2025-02-19 15:21:01","王济洋","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=289958248"
"SYSHARE","深研公共分享","289958256","289958248","3. 数字化转型与AI智能化专题","AI Macey业务工具专题","2","1","深圳研发中心服务平台 / 3. 数字化转型与AI智能化专题 / AI Macey业务工具专题","其他","2025-04-07 14:12:56","冯建斌","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=289958256"
"SYSHARE","深研公共分享","317708792","289958248","3. 数字化转型与AI智能化专题","工作流Demo","2","2","深圳研发中心服务平台 / 3. 数字化转型与AI智能化专题 / 工作流Demo","其他","2025-09-26 15:00:57","马波","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=317708792"
"SYSHARE","深研公共分享","126229446","24052361","深圳研发中心服务平台","5、深研样机数量统计","1","9","深圳研发中心服务平台 / 5、深研样机数量统计","数据与质量","2021-08-17 11:39:39","李海兵/Haibing Li","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=126229446"
"SYSHARE","深研公共分享","118952534","24052361","深圳研发中心服务平台","7、深圳研发中心周报","1","10","深圳研发中心服务平台 / 7、深圳研发中心周报","其他","2021-03-16 18:43:53","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=118952534"
"SYSHARE","深研公共分享","111447897","118952534","7、深圳研发中心周报","2021-深圳研发中心周报","2","1","深圳研发中心服务平台 / 7、深圳研发中心周报 / 2021-深圳研发中心周报","其他","2021-03-07 20:49:29","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=111447897"
"SYSHARE","深研公共分享","149304462","118952534","7、深圳研发中心周报","2022-深圳研发中心周报","2","2","深圳研发中心服务平台 / 7、深圳研发中心周报 / 2022-深圳研发中心周报","其他","2021-12-31 15:32:03","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=149304462"
"SYSHARE","深研公共分享","193511249","118952534","7、深圳研发中心周报","2023-深圳研发中心周报","2","3","深圳研发中心服务平台 / 7、深圳研发中心周报 / 2023-深圳研发中心周报","其他","2023-01-06 17:10:31","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=193511249"
"SYSHARE","深研公共分享","225854188","118952534","7、深圳研发中心周报","2024-深圳研发中心周报","2","4","深圳研发中心服务平台 / 7、深圳研发中心周报 / 2024-深圳研发中心周报","其他","2023-12-07 10:16:26","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=225854188"
"SYSHARE","深研公共分享","285356040","118952534","7、深圳研发中心周报","2025-深圳研发中心周报","2","5","深圳研发中心服务平台 / 7、深圳研发中心周报 / 2025-深圳研发中心周报","其他","2025-01-03 10:36:00","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=285356040"
"SYSHARE","深研公共分享","345749746","118952534","7、深圳研发中心周报","2026-深圳研发中心周报","2","6","深圳研发中心服务平台 / 7、深圳研发中心周报 / 2026-深圳研发中心周报","其他","2025-12-19 14:17:09","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=345749746"
"SYSHARE","深研公共分享","149982884","24052361","深圳研发中心服务平台","8、深研周例会会议纪要","1","11","深圳研发中心服务平台 / 8、深研周例会会议纪要","会议与协同","2022-01-04 17:45:20","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=149982884"
"SYSHARE","深研公共分享","123995406","149982884","8、深研周例会会议纪要","2021年周例会会议纪要","2","1","深圳研发中心服务平台 / 8、深研周例会会议纪要 / 2021年周例会会议纪要","会议与协同","2022-01-04 17:45:53","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=123995406"
"SYSHARE","深研公共分享","149982913","149982884","8、深研周例会会议纪要","2022年周例会会议纪要","2","2","深圳研发中心服务平台 / 8、深研周例会会议纪要 / 2022年周例会会议纪要","会议与协同","2022-01-04 17:46:44","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=149982913"
"SYSHARE","深研公共分享","215836573","149982884","8、深研周例会会议纪要","2023年周例会会议纪要","2","3","深圳研发中心服务平台 / 8、深研周例会会议纪要 / 2023年周例会会议纪要","会议与协同","2023-06-12 14:58:20","刘飞","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215836573"
"SYSHARE","深研公共分享","164072299","24052361","深圳研发中心服务平台","文件列表","1","12","深圳研发中心服务平台 / 文件列表","其他","2024-04-10 16:24:58","未知用户 (liluman)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164072299"
"SYSHARE","深研公共分享","320145601","164072299","文件列表","AI Square","2","1","深圳研发中心服务平台 / 文件列表 / AI Square","其他","2025-07-31 19:13:29","马波","否","http://dmtks.hisense.com/display/SYSHARE/AI+Square"
"SYSHARE","深研公共分享","192809206","164072299","文件列表","系统性能优化团队","2","2","深圳研发中心服务平台 / 文件列表 / 系统性能优化团队","其他","2022-12-26 13:26:01","未知用户 (walter)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=192809206"
