"空间键","空间名称","页面ID","父页面ID","父页面标题","标题","层级深度","同级序号","目录路径","主题推断","最后修改时间","最后修改人","子页面是否截断","链接"
"HWDBYYS","VIDAA系统研发部","68291239","7340063","0 新员工部门入职指引","9.门禁申请流程","2","9","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 9.门禁申请流程","规范与流程","2020-10-30 16:12:27","刘义峰/Yif Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=68291239"
"HWDBYYS","VIDAA系统研发部","16660112","7340063","0 新员工部门入职指引","10.申请低值易耗品流程","2","10","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 10.申请低值易耗品流程","规范与流程","2020-10-30 16:13:11","刘义峰/Yif Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16660112"
"HWDBYYS","VIDAA系统研发部","17044042","7340063","0 新员工部门入职指引","11.国际长途电话","2","11","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 11.国际长途电话","其他","2020-10-30 16:13:38","刘义峰/Yif Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=17044042"
"HWDBYYS","VIDAA系统研发部","36244187","7340063","0 新员工部门入职指引","12.信鸿姓名后缀更改","2","12","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 12.信鸿姓名后缀更改","其他","2020-10-30 16:14:01","刘义峰/Yif Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=36244187"
"HWDBYYS","VIDAA系统研发部","37523311","7340063","0 新员工部门入职指引","13.寄快递流程","2","13","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 13.寄快递流程","规范与流程","2020-10-30 16:14:25","刘义峰/Yif Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=37523311"
"HWDBYYS","VIDAA系统研发部","14724434","7340063","0 新员工部门入职指引","14.电视借用/还机流程2019.9.23","2","14","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 14.电视借用/还机流程2019.9.23","规范与流程","2020-10-30 16:15:19","刘义峰/Yif Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14724434"
"HWDBYYS","VIDAA系统研发部","47486316","7340063","0 新员工部门入职指引","15.日常安全工作要求","2","15","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 15.日常安全工作要求","其他","2020-10-30 16:15:58","刘义峰/Yif Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=47486316"
"HWDBYYS","VIDAA系统研发部","14534008","7340063","0 新员工部门入职指引","16.软件系统平台所员工行为指南","2","16","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 16.软件系统平台所员工行为指南","规范与流程","2020-10-30 16:16:21","刘义峰/Yif Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=14534008"
"HWDBYYS","VIDAA系统研发部","7340037","7340063","0 新员工部门入职指引","17.建议的书籍","2","17","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 17.建议的书籍","其他","2020-10-30 16:16:59","刘义峰/Yif Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=7340037"
"HWDBYYS","VIDAA系统研发部","7340048","7340063","0 新员工部门入职指引","18.部门新员工培训计划","2","18","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 18.部门新员工培训计划","版本与计划","2020-10-30 16:17:19","刘义峰/Yif Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=7340048"
"HWDBYYS","VIDAA系统研发部","7340356","7340063","0 新员工部门入职指引","19.外包人员入职指南","2","19","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 19.外包人员入职指南","规范与流程","2020-10-30 16:17:32","刘义峰/Yif Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=7340356"
"HWDBYYS","VIDAA系统研发部","55546516","7340063","0 新员工部门入职指引","20.XXX培训记录","2","20","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 20.XXX培训记录","培训与知识","2020-11-02 14:18:32","刘义峰/Yif Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=55546516"
"HWDBYYS","VIDAA系统研发部","176295057","7340063","0 新员工部门入职指引","21 固定资产登记","2","21","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 21 固定资产登记","其他","2023-01-06 17:36:49","姜慧/Jannah Jiang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=176295057"
"HWDBYYS","VIDAA系统研发部","176300244","7340063","0 新员工部门入职指引","22 系统开发部新员工日报模板","2","22","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 22 系统开发部新员工日报模板","规范与流程","2022-08-24 10:18:44","臧晓华/Xiaohua Zang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=176300244"
"HWDBYYS","VIDAA系统研发部","192157831","7340063","0 新员工部门入职指引","系统开发部--订餐","2","23","VIDAA系统研发部 Home / 0 新员工部门入职指引 / 系统开发部--订餐","其他","2023-01-03 17:43:54","未知用户 (huyan1)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=192157831"
"HWDBYYS","VIDAA系统研发部","7340205","7340192","VIDAA系统研发部 Home","1 Software Platform Institute","1","2","VIDAA系统研发部 Home / 1 Software Platform Institute","其他","2018-05-21 19:00:51","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/display/HWDBYYS/1+Software+Platform+Institute"
"HWDBYYS","VIDAA系统研发部","7340040","7340205","1 Software Platform Institute","Miscellaneous Items","2","1","VIDAA系统研发部 Home / 1 Software Platform Institute / Miscellaneous Items","其他","2016-09-02 09:34:24","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/display/HWDBYYS/Miscellaneous+Items"
"HWDBYYS","VIDAA系统研发部","13706046","7340205","1 Software Platform Institute","Technical Forum","2","2","VIDAA系统研发部 Home / 1 Software Platform Institute / Technical Forum","其他","2017-03-06 09:18:56","周立辉","否","http://dmtks.hisense.com/display/HWDBYYS/Technical+Forum"
"HWDBYYS","VIDAA系统研发部","13708509","7340205","1 Software Platform Institute","Teams","2","3","VIDAA系统研发部 Home / 1 Software Platform Institute / Teams","其他","2017-02-17 13:19:50","余春雨/Ethan Yu","否","http://dmtks.hisense.com/display/HWDBYYS/Teams"
"HWDBYYS","VIDAA系统研发部","15891889","7340205","1 Software Platform Institute","Ability Improvement","2","4","VIDAA系统研发部 Home / 1 Software Platform Institute / Ability Improvement","其他","2017-11-10 10:39:06","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/display/HWDBYYS/Ability+Improvement"
"HWDBYYS","VIDAA系统研发部","19662314","7340205","1 Software Platform Institute","Product","2","5","VIDAA系统研发部 Home / 1 Software Platform Institute / Product","其他","2018-05-04 09:24:14","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/display/HWDBYYS/Product"
"HWDBYYS","VIDAA系统研发部","15891777","7340205","1 Software Platform Institute","Development Zone","2","6","VIDAA系统研发部 Home / 1 Software Platform Institute / Development Zone","其他","2017-11-10 09:36:36","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/display/HWDBYYS/Development+Zone"
"HWDBYYS","VIDAA系统研发部","13708515","7340192","VIDAA系统研发部 Home","3 Hamming Platform Project","1","3","VIDAA系统研发部 Home / 3 Hamming Platform Project","项目管理","2018-05-21 19:01:12","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/display/HWDBYYS/3+Hamming+Platform+Project"
"HWDBYYS","VIDAA系统研发部","15891722","13708515","3 Hamming Platform Project","1. Hamming In Progress Projects","2","1","VIDAA系统研发部 Home / 3 Hamming Platform Project / 1. Hamming In Progress Projects","项目管理","2018-07-11 09:44:17","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/display/HWDBYYS/1.+Hamming+In+Progress+Projects"
"HWDBYYS","VIDAA系统研发部","15891724","13708515","3 Hamming Platform Project","2. Hamming Planning Projects","2","2","VIDAA系统研发部 Home / 3 Hamming Platform Project / 2. Hamming Planning Projects","项目管理","2018-07-11 09:44:33","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/display/HWDBYYS/2.+Hamming+Planning+Projects"
"HWDBYYS","VIDAA系统研发部","15891727","13708515","3 Hamming Platform Project","3. Hamming Completed Projects","2","3","VIDAA系统研发部 Home / 3 Hamming Platform Project / 3. Hamming Completed Projects","项目管理","2018-07-11 09:44:44","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/display/HWDBYYS/3.+Hamming+Completed+Projects"
"HWDBYYS","VIDAA系统研发部","25986615","13708515","3 Hamming Platform Project","4. Hamming Dropped Projects","2","4","VIDAA系统研发部 Home / 3 Hamming Platform Project / 4. Hamming Dropped Projects","项目管理","2018-07-11 09:45:03","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/display/HWDBYYS/4.+Hamming+Dropped+Projects"
"HWDBYYS","VIDAA系统研发部","100763916","7340192","VIDAA系统研发部 Home","4 Institute knowledge base","1","4","VIDAA系统研发部 Home / 4 Institute knowledge base","其他","2022-04-21 14:38:52","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/display/HWDBYYS/4+Institute+knowledge+base"
"HWDBYYS","VIDAA系统研发部","104800854","100763916","4 Institute knowledge base","1.Institute specifications","2","1","VIDAA系统研发部 Home / 4 Institute knowledge base / 1.Institute specifications","设计与架构","2020-11-12 11:11:48","刘义峰/Yif Liu","否","http://dmtks.hisense.com/display/HWDBYYS/1.Institute+specifications"
"HWDBYYS","VIDAA系统研发部","104800857","100763916","4 Institute knowledge base","2.Institute important meeting output","2","2","VIDAA系统研发部 Home / 4 Institute knowledge base / 2.Institute important meeting output","会议与协同","2020-10-31 09:31:13","刘义峰/Yif Liu","否","http://dmtks.hisense.com/display/HWDBYYS/2.Institute+important+meeting+output"
"HWDBYYS","VIDAA系统研发部","104800864","100763916","4 Institute knowledge base","3.Institute excellent examples","2","3","VIDAA系统研发部 Home / 4 Institute knowledge base / 3.Institute excellent examples","其他","2020-11-12 15:12:05","刘义峰/Yif Liu","否","http://dmtks.hisense.com/display/HWDBYYS/3.Institute+excellent+examples"
"HWDBYYS","VIDAA系统研发部","94470859","100763916","4 Institute knowledge base","4.Institute training materials","2","4","VIDAA系统研发部 Home / 4 Institute knowledge base / 4.Institute training materials","培训与知识","2022-04-06 10:29:56","魏强/Grand Wei","否","http://dmtks.hisense.com/display/HWDBYYS/4.Institute+training+materials"
"HWDBYYS","VIDAA系统研发部","105578965","100763916","4 Institute knowledge base","5.Institute miscellaneous knowledge","2","5","VIDAA系统研发部 Home / 4 Institute knowledge base / 5.Institute miscellaneous knowledge","其他","2020-11-02 11:05:25","刘义峰/Yif Liu","否","http://dmtks.hisense.com/display/HWDBYYS/5.Institute+miscellaneous+knowledge"
"HWDBYYS","VIDAA系统研发部","104800874","100763916","4 Institute knowledge base","6.Institute risk knowledge","2","6","VIDAA系统研发部 Home / 4 Institute knowledge base / 6.Institute risk knowledge","其他","2020-11-03 16:16:24","刘义峰/Yif Liu","否","http://dmtks.hisense.com/display/HWDBYYS/6.Institute+risk+knowledge"
"HWDBYYS","VIDAA系统研发部","104798197","7340192","VIDAA系统研发部 Home","4.1 任职资格认证材料公示-2020年","1","5","VIDAA系统研发部 Home / 4.1 任职资格认证材料公示-2020年","培训与知识","2022-04-21 14:39:11","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=104798197"
"HWDBYYS","VIDAA系统研发部","7340071","7340192","VIDAA系统研发部 Home","5. QA Record Home","1","6","VIDAA系统研发部 Home / 5. QA Record Home","测试与验证","2020-10-30 18:27:49","刘义峰/Yif Liu","否","http://dmtks.hisense.com/display/HWDBYYS/5.+QA+Record+Home"
"HWDBYYS","VIDAA系统研发部","7340070","7340071","5. QA Record Home","1.Document Review QA Record","2","1","VIDAA系统研发部 Home / 5. QA Record Home / 1.Document Review QA Record","测试与验证","2023-06-28 11:29:10","娄畅/Laura Lou","否","http://dmtks.hisense.com/display/HWDBYYS/1.Document+Review+QA+Record"
"HWDBYYS","VIDAA系统研发部","16661054","7340071","5. QA Record Home","2.Root Cause Analysis Record","2","2","VIDAA系统研发部 Home / 5. QA Record Home / 2.Root Cause Analysis Record","测试与验证","2020-10-30 16:34:38","刘义峰/Yif Liu","否","http://dmtks.hisense.com/display/HWDBYYS/2.Root+Cause+Analysis+Record"
"HWDBYYS","VIDAA系统研发部","15872366","7340071","5. QA Record Home","3.Patches Verification Record","2","3","VIDAA系统研发部 Home / 5. QA Record Home / 3.Patches Verification Record","测试与验证","2020-10-30 17:33:02","刘义峰/Yif Liu","否","http://dmtks.hisense.com/display/HWDBYYS/3.Patches+Verification+Record"
"HWDBYYS","VIDAA系统研发部","16646461","7340071","5. QA Record Home","4.Soft-Module Coding Quality Record","2","4","VIDAA系统研发部 Home / 5. QA Record Home / 4.Soft-Module Coding Quality Record","测试与验证","2020-10-30 17:17:01","刘义峰/Yif Liu","否","http://dmtks.hisense.com/display/HWDBYYS/4.Soft-Module+Coding+Quality+Record"
"HWDBYYS","VIDAA系统研发部","104799849","7340192","VIDAA系统研发部 Home","6.History","1","7","VIDAA系统研发部 Home / 6.History","需求与功能","2020-10-30 18:28:01","刘义峰/Yif Liu","否","http://dmtks.hisense.com/display/HWDBYYS/6.History"
"HWDBYYS","VIDAA系统研发部","25986587","104799849","6.History","2 Micali Platform Project","2","1","VIDAA系统研发部 Home / 6.History / 2 Micali Platform Project","需求与功能","2020-10-30 16:02:44","刘义峰/Yif Liu","否","http://dmtks.hisense.com/display/HWDBYYS/2+Micali+Platform+Project"
"HWDBYYS","VIDAA系统研发部","7340203","104799849","6.History","2 Kilby Platform Project(done)","2","2","VIDAA系统研发部 Home / 6.History / 2 Kilby Platform Project(done)","需求与功能","2018-05-21 19:01:01","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=7340203"
"HWDBYYS","VIDAA系统研发部","15597034","104799849","6.History","5 Toshiba SmartTV Project","2","3","VIDAA系统研发部 Home / 6.History / 5 Toshiba SmartTV Project","需求与功能","2018-07-11 14:22:19","汪先健/Eric Wang","否","http://dmtks.hisense.com/display/HWDBYYS/5+Toshiba+SmartTV+Project"
"HWDBYYS","VIDAA系统研发部","16673932","104799849","6.History","外销电视软件TCP竞品分析课题","2","4","VIDAA系统研发部 Home / 6.History / 外销电视软件TCP竞品分析课题","需求与功能","2017-12-20 10:33:47","余春雨/Ethan Yu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=16673932"
"HWDBYYS","VIDAA系统研发部","141073049","7340192","VIDAA系统研发部 Home","7.Training Plan","1","8","VIDAA系统研发部 Home / 7.Training Plan","培训与知识","2021-10-20 16:50:35","魏强/Grand Wei","否","http://dmtks.hisense.com/display/HWDBYYS/7.Training+Plan"
"HWDBYYS","VIDAA系统研发部","141073055","141073049","7.Training Plan","TrainingPlan-2022","2","1","VIDAA系统研发部 Home / 7.Training Plan / TrainingPlan-2022","培训与知识","2022-01-21 14:32:22","未知用户 (wanglilin1)","否","http://dmtks.hisense.com/display/HWDBYYS/TrainingPlan-2022"
"HWDBYYS","VIDAA系统研发部","141080264","141073049","7.Training Plan","每周课程培训表","2","2","VIDAA系统研发部 Home / 7.Training Plan / 每周课程培训表","培训与知识","2022-02-11 09:33:44","王昕昕/Sunny Wang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=141080264"
"HWDBYYS","VIDAA系统研发部","152314545","7340192","VIDAA系统研发部 Home","4.2 任职资格认证材料公示-2021年","1","9","VIDAA系统研发部 Home / 4.2 任职资格认证材料公示-2021年","培训与知识","2022-04-21 14:39:22","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=152314545"
"HWDBYYS","VIDAA系统研发部","163259007","7340192","VIDAA系统研发部 Home","9900重复编译","1","10","VIDAA系统研发部 Home / 9900重复编译","其他","2022-05-06 17:01:22","王宇/Rain Wang","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=163259007"
"HWDBYYS","VIDAA系统研发部","164075386","7340192","VIDAA系统研发部 Home","部门流程","1","11","VIDAA系统研发部 Home / 部门流程","规范与流程","2022-05-10 18:10:19","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164075386"
"HWDBYYS","VIDAA系统研发部","164075414","164075386","部门流程","公司流程模板","2","1","VIDAA系统研发部 Home / 部门流程 / 公司流程模板","规范与流程","2022-05-27 15:42:26","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164075414"
"HWDBYYS","VIDAA系统研发部","178607257","164075386","部门流程","其他技术规范/说明文档/合作方技术文档","2","2","VIDAA系统研发部 Home / 部门流程 / 其他技术规范/说明文档/合作方技术文档","设计与架构","2022-09-09 15:29:11","刘华/Stacy Liu","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=178607257"
"HWDBYYS","VIDAA系统研发部","164078383","164075386","部门流程","参考规范","2","3","VIDAA系统研发部 Home / 部门流程 / 参考规范","规范与流程","2022-05-23 15:48:39","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164078383"
"HWDBYYS","VIDAA系统研发部","215339048","164075386","部门流程","模块设计文档重刷工作","2","4","VIDAA系统研发部 Home / 部门流程 / 模块设计文档重刷工作","设计与架构","2023-05-31 09:31:42","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=215339048"
"HWDBYYS","VIDAA系统研发部","164081267","164075386","部门流程","系统开发部规范总览","2","5","VIDAA系统研发部 Home / 部门流程 / 系统开发部规范总览","规范与流程","2022-11-02 16:31:39","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164081267"
"HWDBYYS","VIDAA系统研发部","229970596","164075386","部门流程","系统部流程宣贯记录","2","6","VIDAA系统研发部 Home / 部门流程 / 系统部流程宣贯记录","规范与流程","2024-02-22 09:46:32","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=229970596"
"HWDBYYS","VIDAA系统研发部","208216090","164075386","部门流程","系统部组织资产清单","2","7","VIDAA系统研发部 Home / 部门流程 / 系统部组织资产清单","规范与流程","2023-08-29 10:25:59","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=208216090"
"HWDBYYS","VIDAA系统研发部","164078386","164075386","部门流程","系统部自查表","2","8","VIDAA系统研发部 Home / 部门流程 / 系统部自查表","规范与流程","2022-09-09 09:37:26","高同庆/Hoveran Gao","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=164078386"
"HWDBYYS","VIDAA系统研发部","207401612","7340192","VIDAA系统研发部 Home","已分享的链接","1","12","VIDAA系统研发部 Home / 已分享的链接","其他","2023-04-06 16:18:52","未知用户 (anyanlin)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207401612"
"HWDBYYS","VIDAA系统研发部","207401613","207401612","已分享的链接","人工时","2","1","VIDAA系统研发部 Home / 已分享的链接 / 人工时","其他","2023-04-06 16:18:53","未知用户 (anyanlin)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=207401613"
"HWDBYYS","VIDAA系统研发部","221309274","7340192","VIDAA系统研发部 Home","文件列表","1","13","VIDAA系统研发部 Home / 文件列表","其他","2023-09-13 14:41:42","宋子龙/Eddin Song","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=221309274"
"HWDBYYS","VIDAA系统研发部","223298259","7340192","VIDAA系统研发部 Home","指导文章","1","14","VIDAA系统研发部 Home / 指导文章","其他","2023-10-26 17:21:40","未知用户 (zhanghualiang)","否","http://dmtks.hisense.com/pages/viewpage.action?pageId=223298259"
